match_id,season,match_phase,team1,team2,team1_short,team2_short,venue,city,pitch_type,toss_winner,toss_decision,team1_home,team2_home,team1_strength,team2_strength,team1_score,team2_score,winner,winner_short,win_margin,player_of_match
1164,2025,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Royal Challengers Bangalore,field,0,0,80,82,142,107,Delhi Capitals,DC,11 runs,David Warner
1165,2026,league,Delhi Capitals,Kolkata Knight Riders,DC,KKR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Kolkata Knight Riders,field,0,0,80,85,207,222,Kolkata Knight Riders,KKR,1 wickets,Sunil Narine
1166,2019,league,Delhi Capitals,Kolkata Knight Riders,DC,KKR,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Kolkata Knight Riders,field,0,0,80,85,143,163,Kolkata Knight Riders,KKR,2 wickets,Varun Chakravarthy
1167,2020,league,Gujarat Titans,Rajasthan Royals,GT,RR,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Rajasthan Royals,bat,1,0,86,83,208,226,Rajasthan Royals,RR,1 wickets,Riyan Parag
1168,2020,league,Kolkata Knight Riders,Delhi Capitals,KKR,DC,"Wankhede Stadium, Mumbai",Mumbai,batting,Kolkata Knight Riders,bat,0,0,85,80,184,165,Kolkata Knight Riders,KKR,6 runs,Andre Russell
1169,2020,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,field,0,1,80,82,203,166,Delhi Capitals,DC,4 wickets,Rishabh Pant
1170,2019,league,Lucknow Super Giants,Rajasthan Royals,LSG,RR,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,1,0,81,83,172,129,Lucknow Super Giants,LSG,43 runs,Ayush Badoni
1171,2023,league,Lucknow Super Giants,Punjab Kings,LSG,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Lucknow Super Giants,field,0,1,81,75,172,200,Punjab Kings,PBKS,31 runs,Arshdeep Singh
1172,2021,league,Mumbai Indians,Punjab Kings,MI,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Mumbai Indians,bat,0,1,88,75,176,147,Mumbai Indians,MI,2 wickets,Rohit Sharma
1173,2020,league,Chennai Super Kings,Punjab Kings,CSK,PBKS,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Punjab Kings,field,1,0,90,75,155,127,Chennai Super Kings,CSK,3 wickets,Deepak Chahar
1174,2023,league,Lucknow Super Giants,Gujarat Titans,LSG,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Lucknow Super Giants,bat,0,1,81,86,251,252,Gujarat Titans,GT,1 wickets,Mohammed Shami
1175,2023,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Kolkata Knight Riders,bat,0,0,81,85,175,176,Kolkata Knight Riders,KKR,1 wickets,Sunil Narine
1176,2025,league,Kolkata Knight Riders,Royal Challengers Bangalore,KKR,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Kolkata Knight Riders,bat,0,1,85,82,180,200,Royal Challengers Bangalore,RCB,6 wickets,Dinesh Karthik
1177,2020,league,Chennai Super Kings,Lucknow Super Giants,CSK,LSG,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,bat,1,0,90,81,166,160,Chennai Super Kings,CSK,19 runs,Ravindra Jadeja
1178,2020,league,Royal Challengers Bangalore,Punjab Kings,RCB,PBKS,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,field,1,0,82,75,203,226,Punjab Kings,PBKS,31 runs,Jitesh Sharma
1179,2019,playoff,Chennai Super Kings,Lucknow Super Giants,CSK,LSG,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Lucknow Super Giants,field,1,0,90,81,143,116,Chennai Super Kings,CSK,5 runs,Ravindra Jadeja
1180,2023,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Chennai Super Kings,field,0,1,90,86,186,173,Chennai Super Kings,CSK,30 runs,Deepak Chahar
1181,2024,league,Lucknow Super Giants,Royal Challengers Bangalore,LSG,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,field,0,1,81,82,181,153,Lucknow Super Giants,LSG,16 runs,Mark Wood
1182,2024,league,Lucknow Super Giants,Mumbai Indians,LSG,MI,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Mumbai Indians,bat,1,0,81,88,166,125,Lucknow Super Giants,LSG,3 wickets,Quinton de Kock
1183,2020,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Royal Challengers Bangalore,field,0,0,82,80,151,177,Delhi Capitals,DC,6 wickets,Axar Patel
1184,2020,playoff,Sunrisers Hyderabad,Kolkata Knight Riders,SRH,KKR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,1,0,78,85,159,187,Kolkata Knight Riders,KKR,17 runs,Varun Chakravarthy
1185,2024,league,Royal Challengers Bangalore,Lucknow Super Giants,RCB,LSG,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Royal Challengers Bangalore,field,0,0,82,81,97,80,Royal Challengers Bangalore,RCB,3 wickets,Mohammed Siraj
1186,2022,league,Rajasthan Royals,Mumbai Indians,RR,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,0,1,83,88,195,169,Rajasthan Royals,RR,2 wickets,Riyan Parag
1187,2018,league,Punjab Kings,Royal Challengers Bangalore,PBKS,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,bat,0,1,75,82,186,211,Royal Challengers Bangalore,RCB,7 wickets,Virat Kohli
1188,2021,league,Gujarat Titans,Chennai Super Kings,GT,CSK,"IS Bindra Stadium, Mohali",Mohali,pace,Gujarat Titans,field,0,0,86,90,141,168,Chennai Super Kings,CSK,26 runs,Devon Conway
1189,2026,playoff,Lucknow Super Giants,Gujarat Titans,LSG,GT,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Gujarat Titans,bat,1,0,81,86,148,118,Lucknow Super Giants,LSG,35 runs,KL Rahul
1190,2026,league,Lucknow Super Giants,Rajasthan Royals,LSG,RR,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,1,0,81,83,139,132,Lucknow Super Giants,LSG,4 wickets,Ravi Bishnoi
1191,2019,league,Kolkata Knight Riders,Royal Challengers Bangalore,KKR,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Royal Challengers Bangalore,bat,0,0,85,82,178,147,Kolkata Knight Riders,KKR,18 runs,Rinku Singh
1192,2023,league,Mumbai Indians,Gujarat Titans,MI,GT,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,field,1,0,88,86,191,215,Gujarat Titans,GT,3 wickets,Rashid Khan
1193,2018,league,Gujarat Titans,Delhi Capitals,GT,DC,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Gujarat Titans,bat,0,0,86,80,212,235,Delhi Capitals,DC,24 runs,Tristan Stubbs
1194,2025,league,Punjab Kings,Delhi Capitals,PBKS,DC,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Delhi Capitals,field,0,0,75,80,172,153,Punjab Kings,PBKS,1 wickets,Jitesh Sharma
1195,2020,league,Sunrisers Hyderabad,Kolkata Knight Riders,SRH,KKR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,1,0,78,85,162,134,Sunrisers Hyderabad,SRH,1 wickets,Abhishek Sharma
1196,2020,league,Sunrisers Hyderabad,Mumbai Indians,SRH,MI,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Sunrisers Hyderabad,field,0,0,78,88,174,184,Mumbai Indians,MI,3 wickets,Jasprit Bumrah
1197,2023,league,Gujarat Titans,Chennai Super Kings,GT,CSK,"IS Bindra Stadium, Mohali",Mohali,pace,Gujarat Titans,field,0,0,86,90,180,185,Chennai Super Kings,CSK,9 runs,Shivam Dube
1198,2025,playoff,Rajasthan Royals,Mumbai Indians,RR,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,bat,0,1,83,88,168,181,Mumbai Indians,MI,7 wickets,Piyush Chawla
1199,2024,league,Mumbai Indians,Royal Challengers Bangalore,MI,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Mumbai Indians,field,0,1,88,82,218,245,Royal Challengers Bangalore,RCB,46 runs,Mohammed Siraj
1200,2026,final,Royal Challengers Bangalore,Punjab Kings,RCB,PBKS,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Punjab Kings,field,1,0,82,75,198,178,Royal Challengers Bangalore,RCB,33 runs,Rajat Patidar
1201,2026,league,Lucknow Super Giants,Gujarat Titans,LSG,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Lucknow Super Giants,field,0,1,81,86,197,160,Lucknow Super Giants,LSG,16 runs,KL Rahul
1202,2019,league,Kolkata Knight Riders,Sunrisers Hyderabad,KKR,SRH,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Sunrisers Hyderabad,field,0,0,85,78,144,165,Sunrisers Hyderabad,SRH,4 wickets,Heinrich Klaasen
1203,2019,league,Royal Challengers Bangalore,Lucknow Super Giants,RCB,LSG,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Lucknow Super Giants,field,0,0,82,81,223,245,Lucknow Super Giants,LSG,3 wickets,Mark Wood
1204,2026,league,Gujarat Titans,Rajasthan Royals,GT,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Gujarat Titans,field,0,1,86,83,183,144,Gujarat Titans,GT,4 wickets,Wriddhiman Saha
1205,2020,league,Gujarat Titans,Mumbai Indians,GT,MI,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Gujarat Titans,field,0,0,86,88,189,164,Gujarat Titans,GT,1 wickets,Hardik Pandya
1206,2026,league,Gujarat Titans,Punjab Kings,GT,PBKS,"Wankhede Stadium, Mumbai",Mumbai,batting,Punjab Kings,field,0,0,86,75,215,231,Punjab Kings,PBKS,6 wickets,Liam Livingstone
1207,2020,final,Delhi Capitals,Kolkata Knight Riders,DC,KKR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,field,0,0,80,85,167,193,Kolkata Knight Riders,KKR,23 runs,Sunil Narine
1208,2025,final,Delhi Capitals,Rajasthan Royals,DC,RR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Rajasthan Royals,field,1,0,80,83,166,168,Rajasthan Royals,RR,6 wickets,Riyan Parag
1209,2024,league,Sunrisers Hyderabad,Lucknow Super Giants,SRH,LSG,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Lucknow Super Giants,field,1,0,78,81,191,176,Sunrisers Hyderabad,SRH,44 runs,T Natarajan
1210,2020,league,Lucknow Super Giants,Chennai Super Kings,LSG,CSK,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Chennai Super Kings,bat,0,0,81,90,179,187,Chennai Super Kings,CSK,2 wickets,Deepak Chahar
1211,2026,league,Royal Challengers Bangalore,Lucknow Super Giants,RCB,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Royal Challengers Bangalore,field,0,1,82,81,212,174,Royal Challengers Bangalore,RCB,10 runs,Dinesh Karthik
1212,2025,league,Chennai Super Kings,Punjab Kings,CSK,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Chennai Super Kings,bat,0,1,90,75,190,195,Punjab Kings,PBKS,5 wickets,Liam Livingstone
1213,2020,league,Mumbai Indians,Sunrisers Hyderabad,MI,SRH,"Wankhede Stadium, Mumbai",Mumbai,batting,Sunrisers Hyderabad,bat,1,0,88,78,174,193,Sunrisers Hyderabad,SRH,32 runs,Heinrich Klaasen
1214,2023,league,Mumbai Indians,Punjab Kings,MI,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,bat,0,1,88,75,186,214,Punjab Kings,PBKS,23 runs,Arshdeep Singh
1215,2024,league,Mumbai Indians,Lucknow Super Giants,MI,LSG,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,bat,1,0,88,81,222,197,Mumbai Indians,MI,6 wickets,Rohit Sharma
1216,2020,league,Sunrisers Hyderabad,Chennai Super Kings,SRH,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,0,1,78,90,201,219,Chennai Super Kings,CSK,17 runs,MS Dhoni
1217,2023,league,Mumbai Indians,Royal Challengers Bangalore,MI,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Mumbai Indians,field,0,1,88,82,169,160,Mumbai Indians,MI,45 runs,Suryakumar Yadav
1218,2023,playoff,Rajasthan Royals,Royal Challengers Bangalore,RR,RCB,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Royal Challengers Bangalore,field,0,0,83,82,206,163,Rajasthan Royals,RR,5 wickets,Sanju Samson
1219,2023,playoff,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Delhi Capitals,bat,1,0,82,80,173,180,Delhi Capitals,DC,1 wickets,Axar Patel
1220,2020,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Kolkata Knight Riders,field,0,0,83,85,223,180,Rajasthan Royals,RR,5 wickets,Riyan Parag
1221,2026,league,Gujarat Titans,Delhi Capitals,GT,DC,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Delhi Capitals,bat,0,0,86,80,177,153,Gujarat Titans,GT,7 wickets,Wriddhiman Saha
1222,2021,league,Punjab Kings,Lucknow Super Giants,PBKS,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,bat,0,1,75,81,174,160,Punjab Kings,PBKS,5 wickets,Jonny Bairstow
1223,2024,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"Wankhede Stadium, Mumbai",Mumbai,batting,Delhi Capitals,field,0,0,80,82,171,191,Royal Challengers Bangalore,RCB,29 runs,Mohammed Siraj
1224,2024,league,Gujarat Titans,Kolkata Knight Riders,GT,KKR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Kolkata Knight Riders,bat,0,0,86,85,148,114,Gujarat Titans,GT,3 wickets,Wriddhiman Saha
1225,2021,league,Rajasthan Royals,Mumbai Indians,RR,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Rajasthan Royals,field,0,1,83,88,102,112,Mumbai Indians,MI,4 wickets,Suryakumar Yadav
1226,2022,league,Punjab Kings,Chennai Super Kings,PBKS,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Punjab Kings,field,0,1,75,90,141,97,Punjab Kings,PBKS,3 runs,Jitesh Sharma
1227,2020,league,Kolkata Knight Riders,Mumbai Indians,KKR,MI,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,1,0,85,88,183,202,Mumbai Indians,MI,5 wickets,Tim David
1228,2023,league,Sunrisers Hyderabad,Delhi Capitals,SRH,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,78,80,156,134,Sunrisers Hyderabad,SRH,17 runs,Travis Head
1229,2021,league,Mumbai Indians,Punjab Kings,MI,PBKS,"Wankhede Stadium, Mumbai",Mumbai,batting,Punjab Kings,field,1,0,88,75,210,192,Mumbai Indians,MI,6 runs,Tilak Varma
1230,2023,league,Mumbai Indians,Kolkata Knight Riders,MI,KKR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Kolkata Knight Riders,field,0,0,88,85,203,224,Kolkata Knight Riders,KKR,6 wickets,Venkatesh Iyer
1231,2026,league,Lucknow Super Giants,Sunrisers Hyderabad,LSG,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Lucknow Super Giants,field,0,1,81,78,145,125,Lucknow Super Giants,LSG,7 wickets,KL Rahul
1232,2025,league,Royal Challengers Bangalore,Chennai Super Kings,RCB,CSK,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,field,1,0,82,90,207,208,Chennai Super Kings,CSK,36 runs,Deepak Chahar
1233,2025,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Delhi Capitals,bat,0,0,80,82,192,209,Royal Challengers Bangalore,RCB,3 runs,Rajat Patidar
1234,2021,league,Sunrisers Hyderabad,Delhi Capitals,SRH,DC,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,field,1,0,78,80,161,153,Sunrisers Hyderabad,SRH,6 wickets,Bhuvneshwar Kumar
1235,2024,league,Delhi Capitals,Rajasthan Royals,DC,RR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Rajasthan Royals,field,1,0,80,83,135,120,Delhi Capitals,DC,6 wickets,Kuldeep Yadav
1236,2024,playoff,Royal Challengers Bangalore,Mumbai Indians,RCB,MI,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Mumbai Indians,bat,1,0,82,88,184,200,Mumbai Indians,MI,4 wickets,Tilak Varma
1237,2023,league,Kolkata Knight Riders,Lucknow Super Giants,KKR,LSG,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,81,184,163,Kolkata Knight Riders,KKR,16 runs,Sunil Narine
1238,2021,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,83,85,157,167,Kolkata Knight Riders,KKR,43 runs,Sunil Narine
1239,2022,league,Sunrisers Hyderabad,Gujarat Titans,SRH,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,0,1,78,86,217,213,Sunrisers Hyderabad,SRH,12 runs,Heinrich Klaasen
1240,2021,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"Eden Gardens, Kolkata",Kolkata,balanced,Chennai Super Kings,field,0,0,90,86,144,112,Chennai Super Kings,CSK,1 wickets,Devon Conway
1241,2024,league,Chennai Super Kings,Royal Challengers Bangalore,CSK,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Chennai Super Kings,bat,0,1,90,82,152,109,Chennai Super Kings,CSK,31 runs,MS Dhoni
1242,2019,league,Royal Challengers Bangalore,Sunrisers Hyderabad,RCB,SRH,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,bat,1,0,82,78,149,134,Royal Challengers Bangalore,RCB,35 runs,Virat Kohli
1243,2025,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Kolkata Knight Riders,field,0,0,83,85,170,132,Rajasthan Royals,RR,6 wickets,Riyan Parag
1244,2021,league,Sunrisers Hyderabad,Chennai Super Kings,SRH,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,0,1,78,90,125,115,Sunrisers Hyderabad,SRH,2 wickets,Aiden Markram
1245,2020,league,Mumbai Indians,Lucknow Super Giants,MI,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,0,1,88,81,141,145,Lucknow Super Giants,LSG,2 wickets,Ayush Badoni
1246,2024,league,Mumbai Indians,Delhi Capitals,MI,DC,"Eden Gardens, Kolkata",Kolkata,balanced,Mumbai Indians,bat,0,0,88,80,116,93,Mumbai Indians,MI,36 runs,Ishan Kishan
1247,2026,league,Sunrisers Hyderabad,Gujarat Titans,SRH,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Sunrisers Hyderabad,field,0,1,78,86,138,150,Gujarat Titans,GT,24 runs,Mohammed Shami
1248,2019,league,Gujarat Titans,Mumbai Indians,GT,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,bat,0,1,86,88,211,205,Gujarat Titans,GT,21 runs,Shubman Gill
1249,2022,league,Sunrisers Hyderabad,Chennai Super Kings,SRH,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Sunrisers Hyderabad,bat,0,1,78,90,137,162,Chennai Super Kings,CSK,2 wickets,Ravindra Jadeja
1250,2020,league,Delhi Capitals,Chennai Super Kings,DC,CSK,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Chennai Super Kings,bat,1,0,80,90,195,183,Delhi Capitals,DC,33 runs,Jake Fraser-McGurk
1251,2025,league,Sunrisers Hyderabad,Gujarat Titans,SRH,GT,"IS Bindra Stadium, Mohali",Mohali,pace,Gujarat Titans,bat,0,0,78,86,99,112,Gujarat Titans,GT,24 runs,David Miller
1252,2019,playoff,Rajasthan Royals,Sunrisers Hyderabad,RR,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Rajasthan Royals,field,0,1,83,78,155,181,Sunrisers Hyderabad,SRH,26 runs,T Natarajan
1253,2025,league,Chennai Super Kings,Rajasthan Royals,CSK,RR,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Chennai Super Kings,field,0,0,90,83,216,182,Chennai Super Kings,CSK,6 wickets,Ravindra Jadeja
1254,2020,league,Sunrisers Hyderabad,Rajasthan Royals,SRH,RR,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Rajasthan Royals,field,0,0,78,83,169,186,Rajasthan Royals,RR,16 runs,Trent Boult
1255,2022,league,Rajasthan Royals,Gujarat Titans,RR,GT,"Eden Gardens, Kolkata",Kolkata,balanced,Rajasthan Royals,bat,0,0,83,86,159,123,Rajasthan Royals,RR,32 runs,Shimron Hetmyer
1256,2022,league,Punjab Kings,Gujarat Titans,PBKS,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Punjab Kings,bat,0,1,75,86,220,235,Gujarat Titans,GT,24 runs,Mohammed Shami
1257,2020,league,Chennai Super Kings,Delhi Capitals,CSK,DC,"Eden Gardens, Kolkata",Kolkata,balanced,Delhi Capitals,field,0,0,90,80,197,206,Delhi Capitals,DC,6 wickets,Anrich Nortje
1258,2018,league,Chennai Super Kings,Punjab Kings,CSK,PBKS,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Chennai Super Kings,bat,0,0,90,75,172,165,Chennai Super Kings,CSK,2 wickets,Devon Conway
1259,2024,league,Rajasthan Royals,Lucknow Super Giants,RR,LSG,"IS Bindra Stadium, Mohali",Mohali,pace,Rajasthan Royals,field,0,0,83,81,133,138,Lucknow Super Giants,LSG,6 wickets,Marcus Stoinis
1260,2022,league,Mumbai Indians,Rajasthan Royals,MI,RR,"IS Bindra Stadium, Mohali",Mohali,pace,Rajasthan Royals,field,0,0,88,83,154,182,Rajasthan Royals,RR,6 wickets,Riyan Parag
1261,2022,league,Royal Challengers Bangalore,Sunrisers Hyderabad,RCB,SRH,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Sunrisers Hyderabad,bat,1,0,82,78,181,137,Royal Challengers Bangalore,RCB,4 runs,Virat Kohli
1262,2018,playoff,Royal Challengers Bangalore,Kolkata Knight Riders,RCB,KKR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Kolkata Knight Riders,field,0,0,82,85,193,181,Royal Challengers Bangalore,RCB,3 runs,Virat Kohli
1263,2020,league,Chennai Super Kings,Royal Challengers Bangalore,CSK,RCB,"IS Bindra Stadium, Mohali",Mohali,pace,Royal Challengers Bangalore,field,0,0,90,82,198,182,Chennai Super Kings,CSK,18 runs,Deepak Chahar
1264,2024,league,Lucknow Super Giants,Gujarat Titans,LSG,GT,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Gujarat Titans,field,1,0,81,86,164,151,Lucknow Super Giants,LSG,7 wickets,Mark Wood
1265,2021,league,Royal Challengers Bangalore,Rajasthan Royals,RCB,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Royal Challengers Bangalore,bat,0,1,82,83,169,193,Rajasthan Royals,RR,4 wickets,Trent Boult
1266,2023,league,Mumbai Indians,Rajasthan Royals,MI,RR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Mumbai Indians,field,0,0,88,83,201,158,Mumbai Indians,MI,2 wickets,Ishan Kishan
1267,2021,league,Mumbai Indians,Rajasthan Royals,MI,RR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Mumbai Indians,bat,0,0,88,83,229,224,Mumbai Indians,MI,2 wickets,Tilak Varma
1268,2018,league,Royal Challengers Bangalore,Kolkata Knight Riders,RCB,KKR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Royal Challengers Bangalore,field,0,0,82,85,143,99,Royal Challengers Bangalore,RCB,6 wickets,Dinesh Karthik
1269,2023,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"Eden Gardens, Kolkata",Kolkata,balanced,Chennai Super Kings,bat,0,0,90,86,173,188,Gujarat Titans,GT,5 wickets,Shubman Gill
1270,2024,league,Delhi Capitals,Mumbai Indians,DC,MI,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Mumbai Indians,field,0,0,80,88,120,139,Mumbai Indians,MI,34 runs,Piyush Chawla
1271,2018,league,Royal Challengers Bangalore,Rajasthan Royals,RCB,RR,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Royal Challengers Bangalore,field,0,0,82,83,156,130,Royal Challengers Bangalore,RCB,23 runs,Virat Kohli
1272,2018,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Delhi Capitals,bat,0,1,80,82,197,225,Royal Challengers Bangalore,RCB,34 runs,Wanindu Hasaranga
1273,2026,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Kolkata Knight Riders,field,1,0,81,85,145,161,Kolkata Knight Riders,KKR,43 runs,Andre Russell
1274,2024,league,Chennai Super Kings,Kolkata Knight Riders,CSK,KKR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,bat,1,0,90,85,178,139,Chennai Super Kings,CSK,1 wickets,Deepak Chahar
1275,2025,league,Kolkata Knight Riders,Delhi Capitals,KKR,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Kolkata Knight Riders,field,0,1,85,80,174,178,Delhi Capitals,DC,3 runs,Anrich Nortje
1276,2019,league,Delhi Capitals,Sunrisers Hyderabad,DC,SRH,"Wankhede Stadium, Mumbai",Mumbai,batting,Sunrisers Hyderabad,field,0,0,80,78,199,203,Sunrisers Hyderabad,SRH,12 runs,Nitish Kumar Reddy
1277,2023,league,Royal Challengers Bangalore,Punjab Kings,RCB,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Royal Challengers Bangalore,field,0,1,82,75,135,146,Punjab Kings,PBKS,23 runs,Kagiso Rabada
1278,2020,league,Kolkata Knight Riders,Gujarat Titans,KKR,GT,"Eden Gardens, Kolkata",Kolkata,balanced,Gujarat Titans,field,1,0,85,86,186,178,Kolkata Knight Riders,KKR,29 runs,Andre Russell
1279,2019,league,Gujarat Titans,Delhi Capitals,GT,DC,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Delhi Capitals,bat,1,0,86,80,167,196,Delhi Capitals,DC,13 runs,Anrich Nortje
