match_id,team1,team2,venue,pitch_type,match_format,toss_winner,toss_decision,team1_home,team2_home,team1_strength,team2_strength,team1_score,team2_score,winner
1702,Sri Lanka,Afghanistan,"The Oval, London",balanced,T20,Afghanistan,bat,0,0,72,70,185,199,Afghanistan
1703,New Zealand,Pakistan,"Newlands, Cape Town",pace,ODI,Pakistan,field,0,0,83,80,336,361,Pakistan
1704,New Zealand,India,"The Oval, London",balanced,T20,New Zealand,bat,0,0,83,92,182,208,India
1705,Pakistan,England,"Gaddafi Stadium, Lahore",spin,T20,England,bat,1,0,80,85,166,178,England
1706,Pakistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,South Africa,field,0,0,80,84,251,261,South Africa
1707,India,Australia,"Hagley Oval, Christchurch",pace,T20,Australia,field,0,0,92,90,128,86,India
1708,South Africa,Bangladesh,"R. Premadasa Stadium, Colombo",spin,ODI,South Africa,field,0,0,84,65,191,128,South Africa
1709,Sri Lanka,South Africa,"Eden Gardens, Kolkata",balanced,T20,South Africa,field,0,0,72,84,171,182,South Africa
1710,South Africa,India,"Wankhede Stadium, Mumbai",batting,T20,India,bat,0,1,84,92,171,196,India
1711,England,South Africa,"Lord's, London",pace,ODI,England,field,1,0,85,84,255,242,England
1712,India,New Zealand,"Kensington Oval, Barbados",batting,ODI,New Zealand,field,0,0,92,83,289,271,India
1713,West Indies,Australia,"Gaddafi Stadium, Lahore",spin,T20,West Indies,field,0,0,68,90,168,177,Australia
1714,Pakistan,India,"Wankhede Stadium, Mumbai",batting,T20,Pakistan,field,0,1,80,92,193,220,India
1715,South Africa,India,"R. Premadasa Stadium, Colombo",spin,T20,India,field,0,0,84,92,175,192,India
1716,England,Australia,"Wankhede Stadium, Mumbai",batting,T20,Australia,bat,0,0,85,90,174,195,Australia
1717,India,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,India,field,1,0,92,65,262,239,India
1718,Pakistan,England,"Shere Bangla Stadium, Dhaka",spin,T20,England,field,0,0,80,85,207,161,Pakistan
1719,South Africa,Bangladesh,Melbourne Cricket Ground,pace,T20,South Africa,bat,0,0,84,65,155,142,South Africa
1720,Australia,Bangladesh,"The Oval, London",balanced,T20,Bangladesh,bat,0,0,90,65,163,137,Australia
1721,South Africa,England,"Shere Bangla Stadium, Dhaka",spin,T20,South Africa,bat,0,0,84,85,173,185,England
1722,Pakistan,India,"Gaddafi Stadium, Lahore",spin,T20,India,field,1,0,80,92,208,219,India
1723,Pakistan,Sri Lanka,Dubai International Stadium,spin,T20,Pakistan,field,1,0,80,72,146,119,Pakistan
1724,South Africa,England,"The Oval, London",balanced,T20,South Africa,field,0,1,84,85,194,179,South Africa
1725,New Zealand,Sri Lanka,"Gaddafi Stadium, Lahore",spin,ODI,New Zealand,bat,0,0,83,72,226,230,Sri Lanka
1726,West Indies,New Zealand,"The Oval, London",balanced,T20,West Indies,bat,0,0,68,83,162,122,West Indies
1727,India,South Africa,Melbourne Cricket Ground,pace,ODI,South Africa,bat,0,0,92,84,227,251,South Africa
1728,New Zealand,Pakistan,"Lord's, London",pace,ODI,New Zealand,field,0,0,83,80,228,257,Pakistan
1729,Sri Lanka,India,"Gaddafi Stadium, Lahore",spin,T20,Sri Lanka,bat,0,0,72,92,175,132,Sri Lanka
1730,South Africa,India,"Eden Gardens, Kolkata",balanced,ODI,South Africa,bat,0,1,84,92,352,376,India
1731,India,England,"Shere Bangla Stadium, Dhaka",spin,ODI,India,field,0,0,92,85,236,209,India
1732,New Zealand,England,"Gaddafi Stadium, Lahore",spin,ODI,New Zealand,field,0,0,83,85,205,234,England
1733,Sri Lanka,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,Sri Lanka,field,0,1,72,65,171,174,Bangladesh
1734,Sri Lanka,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,Sri Lanka,field,0,0,72,65,274,242,Sri Lanka
1735,England,West Indies,Melbourne Cricket Ground,pace,T20,England,bat,0,0,85,68,155,139,England
1736,India,South Africa,"Wankhede Stadium, Mumbai",batting,T20,India,field,1,0,92,84,168,169,South Africa
1737,England,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,England,field,0,0,85,83,167,193,New Zealand
1738,Bangladesh,India,"Hagley Oval, Christchurch",pace,T20,India,field,0,0,65,92,119,126,India
1739,New Zealand,England,"The Oval, London",balanced,ODI,New Zealand,bat,0,1,83,85,290,303,England
1740,Pakistan,India,"Lord's, London",pace,ODI,India,bat,0,0,80,92,213,254,India
1741,West Indies,Sri Lanka,Sydney Cricket Ground,balanced,ODI,Sri Lanka,field,0,0,68,72,233,157,West Indies
1742,South Africa,Afghanistan,Melbourne Cricket Ground,pace,T20,South Africa,bat,0,0,84,70,189,163,South Africa
1743,Afghanistan,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,Afghanistan,bat,0,0,70,83,226,185,Afghanistan
1744,New Zealand,Sri Lanka,"Newlands, Cape Town",pace,T20,New Zealand,field,0,0,83,72,166,184,Sri Lanka
1745,England,New Zealand,Dubai International Stadium,spin,ODI,New Zealand,bat,0,0,85,83,286,326,New Zealand
1746,Afghanistan,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Afghanistan,bat,0,0,70,90,213,238,Australia
1747,New Zealand,West Indies,"Newlands, Cape Town",pace,T20,New Zealand,field,0,0,83,68,208,235,West Indies
1748,Pakistan,India,"Lord's, London",pace,ODI,India,field,0,0,80,92,334,361,India
1749,Australia,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,Australia,bat,0,0,90,83,174,163,Australia
1750,Bangladesh,South Africa,"Lord's, London",pace,T20,South Africa,bat,0,0,65,84,146,166,South Africa
1751,England,Pakistan,Sydney Cricket Ground,balanced,T20,England,field,0,0,85,80,146,103,England
1752,Afghanistan,South Africa,"MA Chidambaram Stadium, Chennai",spin,ODI,Afghanistan,field,0,0,70,84,320,358,South Africa
1753,Sri Lanka,England,"Hagley Oval, Christchurch",pace,ODI,Sri Lanka,field,0,0,72,85,212,224,England
1754,West Indies,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,West Indies,bat,0,0,68,65,144,162,Bangladesh
1755,Afghanistan,India,Sydney Cricket Ground,balanced,ODI,India,field,0,0,70,92,271,206,Afghanistan
1756,Pakistan,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,Pakistan,bat,0,0,80,72,170,121,Pakistan
1757,Australia,West Indies,"The Oval, London",balanced,ODI,Australia,field,0,0,90,68,317,254,Australia
1758,Sri Lanka,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,New Zealand,bat,0,0,72,83,237,189,Sri Lanka
1759,Australia,West Indies,Sydney Cricket Ground,balanced,ODI,Australia,field,1,0,90,68,318,311,Australia
1760,Afghanistan,South Africa,"R. Premadasa Stadium, Colombo",spin,T20,South Africa,field,0,0,70,84,129,151,South Africa
1761,Pakistan,Australia,"Hagley Oval, Christchurch",pace,T20,Australia,field,0,0,80,90,152,132,Pakistan
1762,Sri Lanka,Australia,"Hagley Oval, Christchurch",pace,ODI,Sri Lanka,field,0,0,72,90,317,319,Australia
1763,Bangladesh,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,T20,Afghanistan,field,0,0,65,70,192,220,Afghanistan
1764,Bangladesh,Australia,"Eden Gardens, Kolkata",balanced,T20,Australia,bat,0,0,65,90,210,178,Bangladesh
1765,West Indies,Sri Lanka,Sydney Cricket Ground,balanced,T20,Sri Lanka,field,0,0,68,72,196,198,Sri Lanka
1766,Australia,Sri Lanka,"Lord's, London",pace,T20,Australia,bat,0,0,90,72,96,88,Australia
1767,India,Australia,"Hagley Oval, Christchurch",pace,ODI,India,field,0,0,92,90,225,196,India
1768,Sri Lanka,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,Sri Lanka,bat,0,0,72,83,125,141,New Zealand
1769,England,Australia,"R. Premadasa Stadium, Colombo",spin,ODI,England,bat,0,0,85,90,200,235,Australia
1770,Afghanistan,Pakistan,"Kensington Oval, Barbados",batting,T20,Afghanistan,field,0,0,70,80,216,197,Afghanistan
1771,Afghanistan,Bangladesh,Dubai International Stadium,spin,ODI,Bangladesh,field,0,0,70,65,282,213,Afghanistan
1772,New Zealand,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,Bangladesh,bat,0,0,83,65,183,138,New Zealand
1773,Sri Lanka,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Sri Lanka,field,0,1,72,92,208,237,India
1774,England,South Africa,"Hagley Oval, Christchurch",pace,ODI,England,bat,0,0,85,84,258,227,England
1775,New Zealand,West Indies,"Kensington Oval, Barbados",batting,ODI,New Zealand,field,0,1,83,68,376,378,West Indies
1776,West Indies,India,"Wankhede Stadium, Mumbai",batting,ODI,India,field,0,1,68,92,275,281,India
1777,South Africa,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,South Africa,field,0,0,84,90,321,267,South Africa
1778,Pakistan,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,Pakistan,field,0,0,80,83,273,315,New Zealand
1779,England,West Indies,"Kensington Oval, Barbados",batting,T20,West Indies,bat,0,1,85,68,204,171,England
1780,New Zealand,Australia,Melbourne Cricket Ground,pace,ODI,New Zealand,field,0,1,83,90,235,204,New Zealand
1781,India,New Zealand,"Lord's, London",pace,T20,India,field,0,0,92,83,97,87,India
1782,South Africa,India,"R. Premadasa Stadium, Colombo",spin,ODI,India,bat,0,0,84,92,366,377,India
1783,West Indies,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,West Indies,field,0,1,68,92,137,147,India
1784,Australia,Bangladesh,Dubai International Stadium,spin,T20,Australia,field,0,0,90,65,213,200,Australia
1785,West Indies,New Zealand,Dubai International Stadium,spin,ODI,West Indies,field,0,0,68,83,276,290,New Zealand
1786,New Zealand,Pakistan,"Wankhede Stadium, Mumbai",batting,ODI,New Zealand,bat,0,0,83,80,327,290,New Zealand
1787,West Indies,India,"Lord's, London",pace,ODI,India,field,0,0,68,92,185,207,India
1788,Bangladesh,India,"Shere Bangla Stadium, Dhaka",spin,T20,India,bat,1,0,65,92,103,124,India
1789,Sri Lanka,New Zealand,Melbourne Cricket Ground,pace,T20,New Zealand,bat,0,0,72,83,214,239,New Zealand
1790,England,Bangladesh,"Lord's, London",pace,ODI,Bangladesh,field,1,0,85,65,252,177,England
1791,India,England,Melbourne Cricket Ground,pace,ODI,England,field,0,0,92,85,214,218,England
1792,Pakistan,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,Pakistan,field,0,0,80,83,248,250,New Zealand
1793,India,South Africa,"MA Chidambaram Stadium, Chennai",spin,ODI,India,bat,1,0,92,84,248,206,India
1794,New Zealand,Pakistan,Sydney Cricket Ground,balanced,T20,Pakistan,field,0,0,83,80,129,141,Pakistan
1795,England,South Africa,"Hagley Oval, Christchurch",pace,ODI,South Africa,field,0,0,85,84,265,291,South Africa
1796,West Indies,Afghanistan,Sydney Cricket Ground,balanced,T20,Afghanistan,field,0,0,68,70,156,178,Afghanistan
1797,India,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,T20,Afghanistan,field,1,0,92,70,141,116,India
1798,New Zealand,England,"R. Premadasa Stadium, Colombo",spin,ODI,England,bat,0,0,83,85,216,227,England
1799,India,Bangladesh,"R. Premadasa Stadium, Colombo",spin,T20,Bangladesh,bat,0,0,92,65,143,147,Bangladesh
1800,Afghanistan,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,Afghanistan,bat,0,0,70,83,212,233,New Zealand
1801,Pakistan,India,Sydney Cricket Ground,balanced,ODI,India,field,0,0,80,92,321,341,India
1802,Bangladesh,Sri Lanka,Dubai International Stadium,spin,ODI,Bangladesh,bat,0,0,65,72,259,269,Sri Lanka
1803,India,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,ODI,Sri Lanka,bat,0,1,92,72,252,282,Sri Lanka
1804,Pakistan,Bangladesh,"Newlands, Cape Town",pace,ODI,Pakistan,field,0,0,80,65,148,192,Bangladesh
1805,Sri Lanka,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Pakistan,field,0,0,72,80,263,249,Sri Lanka
1806,New Zealand,England,"The Oval, London",balanced,T20,New Zealand,field,0,1,83,85,220,244,England
1807,New Zealand,Afghanistan,Dubai International Stadium,spin,T20,New Zealand,field,0,0,83,70,122,130,Afghanistan
1808,Sri Lanka,New Zealand,"The Oval, London",balanced,T20,Sri Lanka,field,0,0,72,83,179,135,Sri Lanka
1809,Australia,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,Australia,bat,0,0,90,84,304,291,Australia
1810,South Africa,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,South Africa,field,0,0,84,72,174,145,South Africa
1811,West Indies,New Zealand,"Hagley Oval, Christchurch",pace,T20,New Zealand,field,0,1,68,83,146,164,New Zealand
1812,New Zealand,India,"Lord's, London",pace,ODI,India,bat,0,0,83,92,330,276,New Zealand
1813,India,Pakistan,Dubai International Stadium,spin,ODI,India,field,0,1,92,80,260,293,Pakistan
1814,Pakistan,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Pakistan,bat,0,0,80,90,159,127,Pakistan
1815,Bangladesh,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,T20,Bangladesh,field,1,0,65,70,151,137,Bangladesh
1816,Pakistan,New Zealand,"R. Premadasa Stadium, Colombo",spin,T20,New Zealand,field,0,0,80,83,169,172,New Zealand
1817,Pakistan,India,Melbourne Cricket Ground,pace,ODI,Pakistan,bat,0,0,80,92,253,211,Pakistan
1818,Bangladesh,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,T20,New Zealand,field,0,0,65,83,175,144,Bangladesh
1819,Pakistan,New Zealand,"Kensington Oval, Barbados",batting,T20,New Zealand,field,0,0,80,83,219,173,Pakistan
1820,Pakistan,West Indies,"MA Chidambaram Stadium, Chennai",spin,ODI,Pakistan,field,0,0,80,68,267,212,Pakistan
1821,England,India,"R. Premadasa Stadium, Colombo",spin,T20,India,field,0,0,85,92,188,195,India
1822,Pakistan,South Africa,Sydney Cricket Ground,balanced,T20,Pakistan,bat,0,0,80,84,168,163,Pakistan
1823,Afghanistan,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Afghanistan,field,0,0,70,83,250,187,Afghanistan
1824,Sri Lanka,India,Dubai International Stadium,spin,ODI,Sri Lanka,field,0,0,72,92,217,246,India
1825,Pakistan,Bangladesh,Sydney Cricket Ground,balanced,T20,Bangladesh,bat,0,0,80,65,167,148,Pakistan
1826,South Africa,England,Melbourne Cricket Ground,pace,ODI,South Africa,field,0,0,84,85,213,141,South Africa
1827,Pakistan,England,"Hagley Oval, Christchurch",pace,T20,Pakistan,field,0,0,80,85,143,103,Pakistan
1828,Afghanistan,South Africa,"Kensington Oval, Barbados",batting,T20,Afghanistan,bat,0,0,70,84,151,104,Afghanistan
1829,South Africa,England,"The Oval, London",balanced,ODI,England,field,0,1,84,85,268,209,South Africa
1830,South Africa,Sri Lanka,"Lord's, London",pace,T20,Sri Lanka,field,0,0,84,72,90,60,South Africa
1831,Afghanistan,India,"Gaddafi Stadium, Lahore",spin,T20,India,field,0,0,70,92,191,218,India
1832,Sri Lanka,South Africa,"Shere Bangla Stadium, Dhaka",spin,T20,Sri Lanka,bat,0,0,72,84,231,258,South Africa
1833,West Indies,India,"Shere Bangla Stadium, Dhaka",spin,ODI,India,field,0,0,68,92,365,394,India
1834,West Indies,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,West Indies,bat,0,0,68,65,93,102,Bangladesh
1835,Australia,West Indies,Sydney Cricket Ground,balanced,ODI,West Indies,field,1,0,90,68,302,326,West Indies
1836,South Africa,India,Sydney Cricket Ground,balanced,ODI,South Africa,field,0,0,84,92,333,314,South Africa
1837,Bangladesh,England,"Eden Gardens, Kolkata",balanced,T20,England,field,0,0,65,85,130,98,Bangladesh
1838,Pakistan,New Zealand,"Hagley Oval, Christchurch",pace,T20,New Zealand,field,0,1,80,83,145,153,New Zealand
1839,Bangladesh,Sri Lanka,"Newlands, Cape Town",pace,ODI,Sri Lanka,field,0,0,65,72,186,202,Sri Lanka
1840,West Indies,South Africa,"The Oval, London",balanced,T20,West Indies,bat,0,0,68,84,174,178,South Africa
1841,India,Pakistan,"Eden Gardens, Kolkata",balanced,T20,India,bat,1,0,92,80,167,128,India
1842,India,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,India,field,1,0,92,84,184,153,India
1843,India,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,India,field,1,0,92,85,175,184,England
1844,West Indies,Afghanistan,Melbourne Cricket Ground,pace,T20,West Indies,field,0,0,68,70,179,137,West Indies
1845,Afghanistan,Pakistan,"Hagley Oval, Christchurch",pace,ODI,Pakistan,field,0,0,70,80,319,324,Pakistan
1846,India,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,Bangladesh,field,1,0,92,65,330,294,India
1847,Bangladesh,Afghanistan,"The Oval, London",balanced,T20,Afghanistan,bat,0,0,65,70,205,181,Bangladesh
1848,West Indies,Australia,"Gaddafi Stadium, Lahore",spin,T20,Australia,bat,0,0,68,90,164,188,Australia
1849,South Africa,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,South Africa,bat,0,0,84,68,310,342,West Indies
1850,Bangladesh,South Africa,"Wankhede Stadium, Mumbai",batting,ODI,South Africa,field,0,0,65,84,311,289,Bangladesh
1851,Sri Lanka,Pakistan,Sydney Cricket Ground,balanced,T20,Sri Lanka,bat,0,0,72,80,206,167,Sri Lanka
1852,England,Pakistan,Sydney Cricket Ground,balanced,T20,Pakistan,field,0,0,85,80,163,191,Pakistan
1853,Sri Lanka,Pakistan,"MA Chidambaram Stadium, Chennai",spin,T20,Sri Lanka,field,0,0,72,80,97,122,Pakistan
1854,Sri Lanka,West Indies,Sydney Cricket Ground,balanced,T20,West Indies,field,0,0,72,68,184,156,Sri Lanka
1855,Australia,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,India,bat,0,1,90,92,163,172,India
1856,England,Australia,"R. Premadasa Stadium, Colombo",spin,ODI,Australia,bat,0,0,85,90,242,218,England
1857,Sri Lanka,India,"Hagley Oval, Christchurch",pace,T20,India,field,0,0,72,92,156,165,India
1858,Pakistan,Australia,"Eden Gardens, Kolkata",balanced,T20,Australia,field,0,0,80,90,149,136,Pakistan
1859,Australia,Bangladesh,"Gaddafi Stadium, Lahore",spin,T20,Australia,field,0,0,90,65,154,149,Australia
1860,England,West Indies,"Eden Gardens, Kolkata",balanced,T20,West Indies,field,0,0,85,68,142,94,England
1861,Bangladesh,England,"Lord's, London",pace,T20,England,bat,0,1,65,85,145,149,England
1862,India,West Indies,"Eden Gardens, Kolkata",balanced,T20,India,field,1,0,92,68,137,130,India
1863,Sri Lanka,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,West Indies,field,1,0,72,68,276,209,Sri Lanka
1864,India,South Africa,"Kensington Oval, Barbados",batting,ODI,India,bat,0,0,92,84,253,226,India
1865,New Zealand,India,"Wankhede Stadium, Mumbai",batting,ODI,New Zealand,bat,0,1,83,92,255,291,India
1866,India,England,"Lord's, London",pace,T20,England,field,0,1,92,85,105,98,India
1867,West Indies,England,"Eden Gardens, Kolkata",balanced,ODI,England,field,0,0,68,85,381,323,West Indies
1868,West Indies,Sri Lanka,"Eden Gardens, Kolkata",balanced,T20,Sri Lanka,field,0,0,68,72,153,176,Sri Lanka
1869,West Indies,India,Dubai International Stadium,spin,T20,India,field,0,0,68,92,215,220,India
1870,New Zealand,West Indies,"Shere Bangla Stadium, Dhaka",spin,ODI,New Zealand,bat,0,0,83,68,280,230,New Zealand
1871,Pakistan,Bangladesh,"The Oval, London",balanced,T20,Bangladesh,field,0,0,80,65,135,94,Pakistan
1872,Afghanistan,Australia,Dubai International Stadium,spin,ODI,Australia,field,0,0,70,90,303,323,Australia
1873,Afghanistan,West Indies,Sydney Cricket Ground,balanced,T20,Afghanistan,bat,0,0,70,68,157,120,Afghanistan
1874,England,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,T20,England,bat,0,1,85,72,175,128,England
1875,West Indies,Sri Lanka,"Eden Gardens, Kolkata",balanced,ODI,West Indies,bat,0,0,68,72,260,247,West Indies
1876,New Zealand,West Indies,Melbourne Cricket Ground,pace,T20,West Indies,field,0,0,83,68,169,197,West Indies
1877,South Africa,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,South Africa,field,0,1,84,65,121,140,Bangladesh
1878,New Zealand,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,New Zealand,bat,0,0,83,65,341,369,Bangladesh
1879,Afghanistan,England,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,England,bat,0,0,70,85,206,227,England
1880,India,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,India,field,1,0,92,65,155,130,India
1881,India,Afghanistan,"Hagley Oval, Christchurch",pace,T20,India,field,0,0,92,70,174,129,India
1882,Afghanistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,T20,South Africa,field,0,0,70,84,172,152,Afghanistan
1883,Pakistan,India,"Gaddafi Stadium, Lahore",spin,T20,India,field,1,0,80,92,147,120,Pakistan
1884,India,New Zealand,"Eden Gardens, Kolkata",balanced,T20,New Zealand,bat,1,0,92,83,141,150,New Zealand
1885,South Africa,England,"MA Chidambaram Stadium, Chennai",spin,ODI,England,field,0,0,84,85,270,306,England
1886,West Indies,New Zealand,Dubai International Stadium,spin,T20,West Indies,bat,0,0,68,83,164,179,New Zealand
1887,Australia,India,"Hagley Oval, Christchurch",pace,T20,India,field,0,0,90,92,90,65,Australia
1888,Pakistan,Australia,Melbourne Cricket Ground,pace,T20,Pakistan,bat,0,1,80,90,117,71,Pakistan
1889,Sri Lanka,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,India,bat,0,1,72,92,158,168,India
1890,Bangladesh,Afghanistan,"Kensington Oval, Barbados",batting,T20,Bangladesh,field,0,0,65,70,170,122,Bangladesh
1891,Sri Lanka,England,"Eden Gardens, Kolkata",balanced,ODI,Sri Lanka,bat,0,0,72,85,228,161,Sri Lanka
1892,Sri Lanka,England,Sydney Cricket Ground,balanced,ODI,Sri Lanka,bat,0,0,72,85,342,374,England
1893,Australia,Afghanistan,"R. Premadasa Stadium, Colombo",spin,ODI,Afghanistan,field,0,0,90,70,207,184,Australia
1894,Sri Lanka,India,"Lord's, London",pace,ODI,Sri Lanka,field,0,0,72,92,225,207,Sri Lanka
1895,West Indies,Pakistan,"Hagley Oval, Christchurch",pace,ODI,West Indies,field,0,0,68,80,293,227,West Indies
1896,West Indies,India,"Wankhede Stadium, Mumbai",batting,ODI,West Indies,bat,0,1,68,92,301,345,India
1897,New Zealand,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,Australia,field,0,0,83,90,282,271,New Zealand
1898,Bangladesh,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Bangladesh,field,0,0,65,83,172,185,New Zealand
1899,Australia,England,"R. Premadasa Stadium, Colombo",spin,T20,England,field,0,0,90,85,105,73,Australia
1900,Australia,South Africa,"MA Chidambaram Stadium, Chennai",spin,ODI,Australia,field,0,0,90,84,277,235,Australia
1901,India,England,"MA Chidambaram Stadium, Chennai",spin,T20,India,field,1,0,92,85,159,154,India
1902,Pakistan,Australia,"Wankhede Stadium, Mumbai",batting,ODI,Australia,field,0,0,80,90,254,186,Pakistan
1903,Afghanistan,Bangladesh,Melbourne Cricket Ground,pace,T20,Afghanistan,field,0,0,70,65,152,153,Bangladesh
1904,Bangladesh,Pakistan,Sydney Cricket Ground,balanced,T20,Pakistan,field,0,0,65,80,142,159,Pakistan
1905,India,Australia,"Eden Gardens, Kolkata",balanced,ODI,India,field,1,0,92,90,259,239,India
1906,New Zealand,England,"The Oval, London",balanced,ODI,England,bat,0,1,83,85,233,267,England
1907,West Indies,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,Australia,field,0,0,68,90,153,158,Australia
1908,New Zealand,Afghanistan,"Gaddafi Stadium, Lahore",spin,ODI,New Zealand,field,0,0,83,70,229,234,Afghanistan
1909,Bangladesh,Pakistan,Sydney Cricket Ground,balanced,ODI,Bangladesh,field,0,0,65,80,309,283,Bangladesh
1910,West Indies,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,West Indies,bat,0,0,68,70,342,279,West Indies
1911,Pakistan,Afghanistan,"Newlands, Cape Town",pace,ODI,Pakistan,field,0,0,80,70,311,331,Afghanistan
1912,West Indies,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Afghanistan,bat,0,0,68,70,117,104,West Indies
1913,Afghanistan,South Africa,Melbourne Cricket Ground,pace,T20,South Africa,field,0,0,70,84,168,157,Afghanistan
1914,Bangladesh,New Zealand,"R. Premadasa Stadium, Colombo",spin,ODI,New Zealand,field,0,0,65,83,364,350,Bangladesh
1915,Sri Lanka,Australia,"Wankhede Stadium, Mumbai",batting,T20,Australia,field,0,0,72,90,186,148,Sri Lanka
1916,Bangladesh,England,"Lord's, London",pace,T20,Bangladesh,bat,0,1,65,85,136,155,England
1917,Pakistan,South Africa,Dubai International Stadium,spin,T20,South Africa,bat,1,0,80,84,193,206,South Africa
1918,Afghanistan,Sri Lanka,"Lord's, London",pace,ODI,Sri Lanka,field,0,0,70,72,193,122,Afghanistan
1919,New Zealand,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,Pakistan,bat,0,0,83,80,307,235,New Zealand
1920,West Indies,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,Bangladesh,bat,0,0,68,65,330,308,West Indies
1921,New Zealand,Pakistan,"Newlands, Cape Town",pace,ODI,New Zealand,field,0,0,83,80,206,229,Pakistan
1922,New Zealand,West Indies,Dubai International Stadium,spin,ODI,West Indies,field,0,0,83,68,230,194,New Zealand
1923,England,Pakistan,"Lord's, London",pace,T20,Pakistan,bat,1,0,85,80,171,168,England
1924,England,South Africa,"Eden Gardens, Kolkata",balanced,T20,England,bat,0,0,85,84,163,169,South Africa
1925,Afghanistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,South Africa,field,0,0,70,84,308,255,Afghanistan
1926,New Zealand,Pakistan,Sydney Cricket Ground,balanced,T20,Pakistan,bat,0,0,83,80,139,165,Pakistan
1927,Bangladesh,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,Sri Lanka,field,0,0,65,72,184,199,Sri Lanka
1928,Pakistan,New Zealand,"Hagley Oval, Christchurch",pace,ODI,New Zealand,bat,0,1,80,83,306,330,New Zealand
1929,South Africa,England,"Wankhede Stadium, Mumbai",batting,T20,South Africa,bat,0,0,84,85,224,227,England
1930,Australia,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,South Africa,field,0,0,90,84,253,264,South Africa
1931,India,South Africa,"Lord's, London",pace,ODI,India,bat,0,0,92,84,192,167,India
1932,Afghanistan,South Africa,"Eden Gardens, Kolkata",balanced,T20,Afghanistan,field,0,0,70,84,151,116,Afghanistan
1933,Pakistan,New Zealand,"Kensington Oval, Barbados",batting,T20,Pakistan,field,0,0,80,83,214,185,Pakistan
1934,South Africa,New Zealand,Sydney Cricket Ground,balanced,ODI,New Zealand,field,0,0,84,83,331,377,New Zealand
1935,Australia,Pakistan,"Eden Gardens, Kolkata",balanced,T20,Pakistan,field,0,0,90,80,129,158,Pakistan
1936,Bangladesh,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,Bangladesh,field,1,0,65,83,274,279,New Zealand
1937,West Indies,Pakistan,"Kensington Oval, Barbados",batting,T20,Pakistan,field,1,0,68,80,178,192,Pakistan
1938,Bangladesh,India,"R. Premadasa Stadium, Colombo",spin,ODI,India,bat,0,0,65,92,224,191,Bangladesh
