innings_id,batsman,team,opponent,venue,pitch_type,match_format,batting_avg,strike_rate,batting_style,batting_position,is_home,opponent_strength,runs_scored,balls_faced,fours,sixes,not_out
2973,David Miller,South Africa,Sri Lanka,Sydney Cricket Ground,balanced,ODI,36.8,101.4,left,7,0,72,7,6,0,0,1
2974,Najibullah Zadran,Afghanistan,England,"MA Chidambaram Stadium, Chennai",spin,ODI,28.9,108.7,left,5,0,85,48,44,5,1,0
2975,Fakhar Zaman,Pakistan,South Africa,"Lord's, London",pace,T20,42.1,94.3,left,2,0,84,0,1,0,0,0
2976,Tom Latham,New Zealand,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,T20,39.8,78.4,left,1,0,72,5,5,0,0,0
2977,Ibrahim Zadran,Afghanistan,India,"Wankhede Stadium, Mumbai",batting,T20,41.2,82.3,right,2,0,92,1,1,0,0,0
2978,Kane Williamson,New Zealand,Australia,Sydney Cricket Ground,balanced,T20,48.5,81.3,right,4,0,90,6,7,0,0,0
2979,Rahmanullah Gurbaz,Afghanistan,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,38.1,102.5,right,2,0,65,5,4,0,0,0
2980,Glenn Phillips,New Zealand,Pakistan,Sydney Cricket Ground,balanced,ODI,35.6,98.2,right,6,0,80,16,14,1,0,0
2981,KL Rahul,India,England,Melbourne Cricket Ground,pace,ODI,47.5,87.3,right,3,0,85,91,98,9,1,0
2982,Dhananjaya de Silva,Sri Lanka,England,"The Oval, London",balanced,ODI,37.1,86.5,right,6,0,85,32,42,3,0,0
2983,Rohit Sharma,India,Pakistan,"Wankhede Stadium, Mumbai",batting,T20,49.7,91.5,right,1,1,80,65,81,5,1,0
2984,Aiden Markram,South Africa,West Indies,"R. Premadasa Stadium, Colombo",spin,T20,38.9,87.1,right,4,0,68,24,27,1,0,0
2985,Dhananjaya de Silva,Sri Lanka,England,"Gaddafi Stadium, Lahore",spin,T20,37.1,86.5,right,6,0,85,11,12,1,0,0
2986,Harry Brook,England,Australia,Dubai International Stadium,spin,ODI,48.7,103.2,right,6,0,90,42,45,4,0,0
2987,Saud Shakeel,Pakistan,Sri Lanka,"The Oval, London",balanced,T20,46.3,82.4,left,5,0,72,47,42,4,1,0
2988,Ibrahim Zadran,Afghanistan,Sri Lanka,"Kensington Oval, Barbados",batting,ODI,41.2,82.3,right,2,0,72,45,53,4,1,0
2989,Harry Brook,England,Sri Lanka,"Newlands, Cape Town",pace,ODI,48.7,103.2,right,6,0,72,1,1,0,0,0
2990,Tamim Iqbal,Bangladesh,New Zealand,"Lord's, London",pace,ODI,36.1,80.5,left,1,0,83,12,17,1,0,1
2991,Charith Asalanka,Sri Lanka,Bangladesh,Melbourne Cricket Ground,pace,T20,35.2,92.1,left,5,0,65,6,8,0,0,0
2992,Virat Kohli,India,Pakistan,"Eden Gardens, Kolkata",balanced,T20,59.1,93.2,right,4,1,80,18,25,1,0,0
2993,Sadeera Samarawickrama,Sri Lanka,Pakistan,Melbourne Cricket Ground,pace,ODI,31.5,84.3,right,5,0,80,14,12,1,0,1
2994,Aiden Markram,South Africa,England,"Shere Bangla Stadium, Dhaka",spin,ODI,38.9,87.1,right,4,0,85,1,1,0,0,0
2995,Rassie van der Dussen,South Africa,India,"Shere Bangla Stadium, Dhaka",spin,ODI,48.2,84.5,right,5,0,92,1,1,0,0,0
2996,KL Rahul,India,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,47.5,87.3,right,3,1,80,8,9,0,0,0
2997,Azmatullah Omarzai,Afghanistan,West Indies,"Shere Bangla Stadium, Dhaka",spin,ODI,32.4,96.8,right,5,0,68,26,31,2,0,0
2998,Kyle Mayers,West Indies,South Africa,"Kensington Oval, Barbados",batting,ODI,33.5,95.1,left,6,1,84,20,21,2,0,0
2999,Tamim Iqbal,Bangladesh,Pakistan,"Newlands, Cape Town",pace,ODI,36.1,80.5,left,1,0,80,4,7,0,0,0
3000,Jonny Bairstow,England,Bangladesh,"The Oval, London",balanced,ODI,42.3,104.5,right,6,1,65,24,22,2,0,0
3001,Virat Kohli,India,South Africa,"Eden Gardens, Kolkata",balanced,T20,59.1,93.2,right,3,1,84,1,1,0,0,0
3002,Rohit Sharma,India,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,T20,49.7,91.5,right,1,1,72,46,41,4,1,0
3003,Tom Latham,New Zealand,South Africa,"MA Chidambaram Stadium, Chennai",spin,T20,39.8,78.4,left,2,0,84,6,9,0,0,0
3004,KL Rahul,India,Pakistan,"Wankhede Stadium, Mumbai",batting,T20,47.5,87.3,right,3,1,80,0,1,0,0,0
3005,Tom Latham,New Zealand,Afghanistan,Dubai International Stadium,spin,ODI,39.8,78.4,left,2,0,70,0,1,0,0,0
3006,Ben Stokes,England,India,Melbourne Cricket Ground,pace,T20,40.1,95.8,left,6,0,92,23,20,2,0,0
3007,Tamim Iqbal,Bangladesh,India,Dubai International Stadium,spin,T20,36.1,80.5,left,2,0,92,7,7,0,0,0
3008,Rahmanullah Gurbaz,Afghanistan,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,38.1,102.5,right,1,0,90,0,1,0,0,0
3009,Dhananjaya de Silva,Sri Lanka,Pakistan,"Wankhede Stadium, Mumbai",batting,ODI,37.1,86.5,right,5,0,80,8,10,0,0,0
3010,Hashmatullah Shahidi,Afghanistan,Australia,"Hagley Oval, Christchurch",pace,T20,35.6,72.4,left,4,0,90,4,4,0,0,0
3011,Shai Hope,West Indies,Sri Lanka,"Gaddafi Stadium, Lahore",spin,ODI,40.2,78.6,right,2,0,72,12,12,0,0,0
3012,Virat Kohli,India,Bangladesh,"Lord's, London",pace,T20,59.1,93.2,right,4,0,65,9,8,0,0,0
3013,Hashmatullah Shahidi,Afghanistan,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,35.6,72.4,left,4,0,72,1,1,0,0,0
3014,Brandon King,West Indies,South Africa,"Kensington Oval, Barbados",batting,T20,35.8,91.2,right,1,1,84,33,33,2,0,0
3015,Shimron Hetmyer,West Indies,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,T20,31.2,98.7,left,6,0,72,21,22,1,0,0
3016,Kane Williamson,New Zealand,Afghanistan,Melbourne Cricket Ground,pace,ODI,48.5,81.3,right,3,0,70,1,1,0,0,1
3017,Travis Head,Australia,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,44.9,101.3,left,6,0,65,29,30,2,0,1
3018,Shreyas Iyer,India,England,"Kensington Oval, Barbados",batting,ODI,44.2,96.7,right,6,0,85,39,32,4,0,0
3019,David Miller,South Africa,New Zealand,"Lord's, London",pace,ODI,36.8,101.4,left,7,0,83,0,1,0,0,0
3020,Shimron Hetmyer,West Indies,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,31.2,98.7,left,5,0,80,0,1,0,0,0
3021,Charith Asalanka,Sri Lanka,India,"Lord's, London",pace,ODI,35.2,92.1,left,6,0,92,34,25,2,0,0
3022,Shai Hope,West Indies,Sri Lanka,"Lord's, London",pace,ODI,40.2,78.6,right,2,0,72,4,5,0,0,0
3023,Shai Hope,West Indies,Afghanistan,"Hagley Oval, Christchurch",pace,T20,40.2,78.6,right,2,0,70,49,50,4,0,0
3024,Pathum Nissanka,Sri Lanka,England,"R. Premadasa Stadium, Colombo",spin,T20,39.4,85.6,right,1,1,85,4,5,0,0,1
3025,Mahmudullah,Bangladesh,Pakistan,"Gaddafi Stadium, Lahore",spin,T20,33.9,76.8,right,6,0,80,1,1,0,0,0
3026,Marnus Labuschagne,Australia,Bangladesh,Dubai International Stadium,spin,T20,53.1,84.2,right,4,0,65,0,1,0,0,0
3027,Azmatullah Omarzai,Afghanistan,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,32.4,96.8,right,5,0,68,14,16,1,0,0
3028,David Warner,Australia,South Africa,Sydney Cricket Ground,balanced,ODI,45.3,97.1,left,2,1,84,8,8,0,0,1
3029,Tamim Iqbal,Bangladesh,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,36.1,80.5,left,1,0,83,52,77,5,1,1
3030,Babar Azam,Pakistan,India,"Lord's, London",pace,ODI,56.2,88.9,right,3,0,92,5,6,0,0,0
3031,Devon Conway,New Zealand,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,ODI,45.2,85.7,left,2,0,70,26,24,2,0,0
3032,Harry Brook,England,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,48.7,103.2,right,5,0,68,3,2,0,0,1
3033,Joe Root,England,Sri Lanka,"Lord's, London",pace,ODI,51.2,87.5,right,3,1,72,22,24,1,0,0
3034,Tamim Iqbal,Bangladesh,Australia,"Newlands, Cape Town",pace,T20,36.1,80.5,left,1,0,90,0,1,0,0,1
3035,Virat Kohli,India,Afghanistan,"Lord's, London",pace,T20,59.1,93.2,right,3,0,70,89,91,9,0,0
3036,Heinrich Klaasen,South Africa,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,41.5,112.7,right,6,0,65,2,1,0,0,0
3037,Rohit Sharma,India,Pakistan,Dubai International Stadium,spin,ODI,49.7,91.5,right,2,0,80,18,17,1,0,0
3038,Joe Root,England,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,51.2,87.5,right,4,0,84,3,3,0,0,0
3039,Travis Head,Australia,South Africa,"Newlands, Cape Town",pace,T20,44.9,101.3,left,5,0,84,6,6,0,0,0
3040,Pathum Nissanka,Sri Lanka,New Zealand,"Kensington Oval, Barbados",batting,ODI,39.4,85.6,right,1,0,83,0,1,0,0,0
3041,Litton Das,Bangladesh,India,"Kensington Oval, Barbados",batting,ODI,34.2,88.4,right,2,0,92,0,1,0,0,1
3042,Marnus Labuschagne,Australia,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,53.1,84.2,right,3,0,68,29,34,1,0,0
3043,David Miller,South Africa,Pakistan,"MA Chidambaram Stadium, Chennai",spin,ODI,36.8,101.4,left,6,0,80,36,42,3,0,0
3044,Shreyas Iyer,India,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,T20,44.2,96.7,right,6,1,83,14,13,1,0,1
3045,Ben Stokes,England,Sri Lanka,"Gaddafi Stadium, Lahore",spin,ODI,40.1,95.8,left,5,0,72,9,8,0,0,0
3046,Mohammad Rizwan,Pakistan,Sri Lanka,"Newlands, Cape Town",pace,T20,44.8,81.2,right,5,0,72,25,27,2,0,1
3047,Shimron Hetmyer,West Indies,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,31.2,98.7,left,6,0,65,0,1,0,0,0
3048,Kane Williamson,New Zealand,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,48.5,81.3,right,3,0,65,49,69,3,0,0
3049,Steve Smith,Australia,Bangladesh,"Lord's, London",pace,ODI,56.8,86.4,right,3,0,65,11,13,1,0,0
3050,Heinrich Klaasen,South Africa,New Zealand,"R. Premadasa Stadium, Colombo",spin,T20,41.5,112.7,right,5,0,83,2,1,0,0,0
3051,Fakhar Zaman,Pakistan,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,T20,42.1,94.3,left,2,0,70,29,36,2,0,0
3052,Fakhar Zaman,Pakistan,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,42.1,94.3,left,2,0,70,55,53,5,1,0
3053,Litton Das,Bangladesh,Afghanistan,"Eden Gardens, Kolkata",balanced,T20,34.2,88.4,right,2,0,70,54,73,5,0,0
3054,Kane Williamson,New Zealand,Bangladesh,"Hagley Oval, Christchurch",pace,T20,48.5,81.3,right,4,1,65,15,16,1,0,1
3055,Tamim Iqbal,Bangladesh,Afghanistan,"Lord's, London",pace,T20,36.1,80.5,left,2,0,70,0,1,0,0,0
3056,Najibullah Zadran,Afghanistan,England,"Hagley Oval, Christchurch",pace,T20,28.9,108.7,left,6,0,85,0,1,0,0,0
3057,Nicholas Pooran,West Indies,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,30.5,105.3,left,5,0,65,19,22,1,0,0
3058,Marnus Labuschagne,Australia,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,53.1,84.2,right,3,0,84,10,11,0,0,0
3059,Joe Root,England,Sri Lanka,"Newlands, Cape Town",pace,ODI,51.2,87.5,right,3,0,72,73,98,5,1,0
3060,Aiden Markram,South Africa,New Zealand,Dubai International Stadium,spin,T20,38.9,87.1,right,4,0,83,0,1,0,0,0
3061,Shubman Gill,India,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,52.3,98.1,right,1,1,65,0,1,0,0,0
3062,Hashmatullah Shahidi,Afghanistan,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,ODI,35.6,72.4,left,4,0,72,119,135,9,1,0
3063,Dhananjaya de Silva,Sri Lanka,India,Melbourne Cricket Ground,pace,T20,37.1,86.5,right,5,0,92,7,8,0,0,1
3064,David Miller,South Africa,Afghanistan,"Newlands, Cape Town",pace,T20,36.8,101.4,left,6,1,70,0,1,0,0,0
3065,Brandon King,West Indies,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,35.8,91.2,right,2,0,90,5,4,0,0,0
3066,Tom Latham,New Zealand,Pakistan,"R. Premadasa Stadium, Colombo",spin,ODI,39.8,78.4,left,1,0,80,16,21,1,0,0
3067,Litton Das,Bangladesh,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,34.2,88.4,right,2,0,72,1,1,0,0,0
3068,Nicholas Pooran,West Indies,England,"Hagley Oval, Christchurch",pace,T20,30.5,105.3,left,6,0,85,11,10,1,0,0
3069,Marnus Labuschagne,Australia,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,53.1,84.2,right,3,0,68,37,44,3,0,0
3070,Ibrahim Zadran,Afghanistan,New Zealand,Sydney Cricket Ground,balanced,T20,41.2,82.3,right,1,0,83,0,1,0,0,0
3071,Babar Azam,Pakistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,56.2,88.9,right,3,0,84,12,11,1,0,0
3072,Steve Smith,Australia,New Zealand,"Wankhede Stadium, Mumbai",batting,ODI,56.8,86.4,right,4,0,83,38,45,3,1,1
3073,Sadeera Samarawickrama,Sri Lanka,Bangladesh,Melbourne Cricket Ground,pace,T20,31.5,84.3,right,5,0,65,2,2,0,0,0
3074,Rohit Sharma,India,Pakistan,"Hagley Oval, Christchurch",pace,T20,49.7,91.5,right,2,0,80,13,17,1,0,0
3075,Kane Williamson,New Zealand,India,"Hagley Oval, Christchurch",pace,T20,48.5,81.3,right,4,1,92,0,1,0,0,0
3076,Harry Brook,England,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,48.7,103.2,right,5,0,72,11,10,1,0,0
3077,Quinton de Kock,South Africa,Pakistan,"Lord's, London",pace,ODI,44.6,96.3,left,2,0,80,14,14,1,0,0
3078,Charith Asalanka,Sri Lanka,England,"Lord's, London",pace,T20,35.2,92.1,left,6,0,85,41,40,4,1,0
3079,Kane Williamson,New Zealand,West Indies,"The Oval, London",balanced,T20,48.5,81.3,right,3,0,68,43,78,4,0,0
3080,Heinrich Klaasen,South Africa,Pakistan,"R. Premadasa Stadium, Colombo",spin,ODI,41.5,112.7,right,5,0,80,13,13,0,0,0
3081,Shimron Hetmyer,West Indies,England,Dubai International Stadium,spin,T20,31.2,98.7,left,5,0,85,8,9,0,0,0
3082,Babar Azam,Pakistan,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,56.2,88.9,right,3,1,65,0,1,0,0,0
3083,Litton Das,Bangladesh,South Africa,"Hagley Oval, Christchurch",pace,T20,34.2,88.4,right,1,0,84,17,33,1,0,0
3084,Pathum Nissanka,Sri Lanka,India,"Kensington Oval, Barbados",batting,ODI,39.4,85.6,right,1,0,92,10,9,0,0,0
3085,Quinton de Kock,South Africa,Afghanistan,Dubai International Stadium,spin,ODI,44.6,96.3,left,1,0,70,141,133,14,3,0
3086,Kyle Mayers,West Indies,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,33.5,95.1,left,5,0,83,21,25,1,0,0
3087,Glenn Phillips,New Zealand,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,35.6,98.2,right,5,0,65,24,24,1,0,0
3088,Najibullah Zadran,Afghanistan,England,"Shere Bangla Stadium, Dhaka",spin,T20,28.9,108.7,left,6,0,85,2,1,0,0,0
3089,Harry Brook,England,India,"Eden Gardens, Kolkata",balanced,ODI,48.7,103.2,right,6,0,92,58,58,4,1,0
3090,Devon Conway,New Zealand,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,45.2,85.7,left,2,1,72,17,19,1,0,1
3091,Travis Head,Australia,India,"Wankhede Stadium, Mumbai",batting,T20,44.9,101.3,left,5,0,92,0,1,0,0,0
3092,Steve Smith,Australia,India,"Lord's, London",pace,ODI,56.8,86.4,right,3,0,92,0,1,0,0,0
3093,Sadeera Samarawickrama,Sri Lanka,England,Dubai International Stadium,spin,T20,31.5,84.3,right,6,0,85,2,2,0,0,0
3094,Travis Head,Australia,Pakistan,"Lord's, London",pace,ODI,44.9,101.3,left,5,0,80,31,24,2,0,0
3095,Brandon King,West Indies,Pakistan,"Lord's, London",pace,ODI,35.8,91.2,right,1,0,80,27,33,1,0,0
3096,Daryl Mitchell,New Zealand,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,43.1,93.5,right,5,0,84,21,24,1,0,0
3097,Hashmatullah Shahidi,Afghanistan,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,35.6,72.4,left,3,0,83,35,51,3,0,1
3098,Ben Stokes,England,Australia,"Gaddafi Stadium, Lahore",spin,T20,40.1,95.8,left,5,0,90,3,3,0,0,1
3099,Tom Latham,New Zealand,England,"The Oval, London",balanced,ODI,39.8,78.4,left,1,0,85,16,12,1,0,0
3100,Tom Latham,New Zealand,India,"Wankhede Stadium, Mumbai",batting,T20,39.8,78.4,left,2,0,92,6,6,0,0,0
3101,Nicholas Pooran,West Indies,South Africa,"Eden Gardens, Kolkata",balanced,ODI,30.5,105.3,left,5,0,84,12,10,0,0,0
3102,Brandon King,West Indies,Afghanistan,"R. Premadasa Stadium, Colombo",spin,T20,35.8,91.2,right,2,0,70,7,6,0,0,0
3103,Marnus Labuschagne,Australia,India,"Wankhede Stadium, Mumbai",batting,T20,53.1,84.2,right,3,0,92,6,7,0,0,0
3104,Mahmudullah,Bangladesh,New Zealand,"Eden Gardens, Kolkata",balanced,T20,33.9,76.8,right,7,0,83,17,21,1,0,0
3105,Mohammad Rizwan,Pakistan,West Indies,"Lord's, London",pace,T20,44.8,81.2,right,6,0,68,0,1,0,0,0
3106,Shubman Gill,India,England,"R. Premadasa Stadium, Colombo",spin,T20,52.3,98.1,right,1,0,85,0,1,0,0,0
3107,Virat Kohli,India,England,"Hagley Oval, Christchurch",pace,T20,59.1,93.2,right,3,0,85,52,51,4,1,0
3108,Kusal Mendis,Sri Lanka,New Zealand,"R. Premadasa Stadium, Colombo",spin,T20,33.8,89.2,right,3,1,83,4,4,0,0,0
3109,Mushfiqur Rahim,Bangladesh,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,36.5,78.9,right,5,0,70,83,93,8,1,0
3110,Rahmanullah Gurbaz,Afghanistan,West Indies,Sydney Cricket Ground,balanced,T20,38.1,102.5,right,1,0,68,8,9,0,0,0
3111,David Warner,Australia,Afghanistan,"Kensington Oval, Barbados",batting,ODI,45.3,97.1,left,2,0,70,47,64,2,0,0
3112,Shai Hope,West Indies,Pakistan,"R. Premadasa Stadium, Colombo",spin,T20,40.2,78.6,right,1,0,80,6,12,0,0,0
3113,Joe Root,England,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,ODI,51.2,87.5,right,4,0,65,80,80,7,1,0
3114,Brandon King,West Indies,Afghanistan,"Lord's, London",pace,T20,35.8,91.2,right,2,0,70,2,2,0,0,1
3115,Shubman Gill,India,Bangladesh,"Lord's, London",pace,ODI,52.3,98.1,right,1,0,65,58,65,5,1,0
3116,Shakib Al Hasan,Bangladesh,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,37.8,82.1,left,5,0,70,54,89,5,1,0
3117,Imam-ul-Haq,Pakistan,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,T20,49.5,79.1,left,2,0,72,5,5,0,0,0
3118,Tom Latham,New Zealand,West Indies,"Eden Gardens, Kolkata",balanced,T20,39.8,78.4,left,1,0,68,2,3,0,0,0
3119,David Miller,South Africa,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,36.8,101.4,left,7,0,72,41,38,3,1,0
3120,Harry Brook,England,South Africa,Dubai International Stadium,spin,ODI,48.7,103.2,right,5,0,84,29,31,1,0,0
3121,Rahmanullah Gurbaz,Afghanistan,West Indies,"Eden Gardens, Kolkata",balanced,ODI,38.1,102.5,right,2,0,68,28,24,2,0,0
3122,Virat Kohli,India,New Zealand,"The Oval, London",balanced,ODI,59.1,93.2,right,3,0,83,23,25,1,0,0
3123,Hashmatullah Shahidi,Afghanistan,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,35.6,72.4,left,4,0,72,20,44,1,0,0
3124,Mahmudullah,Bangladesh,Sri Lanka,"Eden Gardens, Kolkata",balanced,ODI,33.9,76.8,right,6,0,72,1,1,0,0,0
3125,Mushfiqur Rahim,Bangladesh,England,Sydney Cricket Ground,balanced,T20,36.5,78.9,right,5,0,85,43,60,3,1,0
3126,Daryl Mitchell,New Zealand,England,"Wankhede Stadium, Mumbai",batting,T20,43.1,93.5,right,5,0,85,0,1,0,0,0
3127,Marnus Labuschagne,Australia,South Africa,Melbourne Cricket Ground,pace,T20,53.1,84.2,right,4,1,84,37,64,2,0,1
3128,Mahmudullah,Bangladesh,New Zealand,"Eden Gardens, Kolkata",balanced,T20,33.9,76.8,right,6,0,83,18,27,1,0,0
3129,Tamim Iqbal,Bangladesh,New Zealand,"Gaddafi Stadium, Lahore",spin,ODI,36.1,80.5,left,1,0,83,66,89,4,2,0
3130,Mahmudullah,Bangladesh,India,"Kensington Oval, Barbados",batting,ODI,33.9,76.8,right,7,0,92,54,69,3,0,0
3131,Tom Latham,New Zealand,Afghanistan,"R. Premadasa Stadium, Colombo",spin,ODI,39.8,78.4,left,1,0,70,18,21,1,0,0
3132,Najibullah Zadran,Afghanistan,New Zealand,"Gaddafi Stadium, Lahore",spin,T20,28.9,108.7,left,6,0,83,4,4,0,0,0
3133,Kusal Mendis,Sri Lanka,England,"Kensington Oval, Barbados",batting,T20,33.8,89.2,right,4,0,85,36,35,4,1,0
3134,Travis Head,Australia,New Zealand,"Lord's, London",pace,T20,44.9,101.3,left,6,0,83,15,14,1,0,0
3135,Rohit Sharma,India,New Zealand,Sydney Cricket Ground,balanced,ODI,49.7,91.5,right,1,0,83,21,21,2,0,0
3136,Rohit Sharma,India,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,ODI,49.7,91.5,right,1,0,72,21,23,1,0,0
3137,Charith Asalanka,Sri Lanka,West Indies,"Lord's, London",pace,ODI,35.2,92.1,left,6,0,68,4,3,0,0,1
3138,Fakhar Zaman,Pakistan,New Zealand,"MA Chidambaram Stadium, Chennai",spin,ODI,42.1,94.3,left,1,0,83,23,21,2,0,0
3139,Fakhar Zaman,Pakistan,India,"Eden Gardens, Kolkata",balanced,ODI,42.1,94.3,left,1,0,92,3,2,0,0,0
3140,Joe Root,England,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,51.2,87.5,right,4,0,65,18,18,1,0,0
3141,David Warner,Australia,Pakistan,Melbourne Cricket Ground,pace,ODI,45.3,97.1,left,2,1,80,67,63,4,1,1
3142,Quinton de Kock,South Africa,Australia,"Eden Gardens, Kolkata",balanced,ODI,44.6,96.3,left,2,0,90,16,13,1,0,1
3143,Tamim Iqbal,Bangladesh,India,"Lord's, London",pace,T20,36.1,80.5,left,2,0,92,29,55,2,0,0
3144,Tom Latham,New Zealand,Australia,"The Oval, London",balanced,ODI,39.8,78.4,left,2,0,90,23,48,1,0,0
3145,Hashmatullah Shahidi,Afghanistan,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,35.6,72.4,left,4,0,80,0,1,0,0,0
3146,Marnus Labuschagne,Australia,England,"The Oval, London",balanced,T20,53.1,84.2,right,4,0,85,41,56,3,1,1
3147,Steve Smith,Australia,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,56.8,86.4,right,3,0,70,18,19,1,0,0
3148,Glenn Phillips,New Zealand,Pakistan,"Wankhede Stadium, Mumbai",batting,T20,35.6,98.2,right,5,0,80,3,3,0,0,0
3149,Travis Head,Australia,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,44.9,101.3,left,5,0,65,17,19,1,0,0
3150,Kane Williamson,New Zealand,Australia,Sydney Cricket Ground,balanced,T20,48.5,81.3,right,4,0,90,61,75,4,1,0
3151,Devon Conway,New Zealand,Bangladesh,Sydney Cricket Ground,balanced,ODI,45.2,85.7,left,1,0,65,0,1,0,0,0
3152,David Warner,Australia,West Indies,"Wankhede Stadium, Mumbai",batting,T20,45.3,97.1,left,2,0,68,10,12,0,0,0
3153,Glenn Phillips,New Zealand,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,T20,35.6,98.2,right,5,0,72,92,81,8,1,0
3154,Imam-ul-Haq,Pakistan,New Zealand,"Hagley Oval, Christchurch",pace,T20,49.5,79.1,left,2,0,83,0,1,0,0,0
3155,Azmatullah Omarzai,Afghanistan,Australia,Melbourne Cricket Ground,pace,T20,32.4,96.8,right,6,0,90,4,3,0,0,0
3156,Mahmudullah,Bangladesh,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,33.9,76.8,right,7,0,70,4,5,0,0,0
3157,Imam-ul-Haq,Pakistan,Afghanistan,Dubai International Stadium,spin,ODI,49.5,79.1,left,1,0,70,0,1,0,0,1
3158,Quinton de Kock,South Africa,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,44.6,96.3,left,2,0,70,79,87,6,1,0
3159,Litton Das,Bangladesh,England,"Hagley Oval, Christchurch",pace,T20,34.2,88.4,right,2,0,85,1,1,0,0,1
3160,Harry Brook,England,South Africa,"Kensington Oval, Barbados",batting,T20,48.7,103.2,right,6,0,84,46,35,4,1,0
3161,Mushfiqur Rahim,Bangladesh,New Zealand,Dubai International Stadium,spin,ODI,36.5,78.9,right,6,0,83,0,1,0,0,0
3162,Tamim Iqbal,Bangladesh,England,"Gaddafi Stadium, Lahore",spin,T20,36.1,80.5,left,2,0,85,17,24,1,0,0
3163,Babar Azam,Pakistan,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,56.2,88.9,right,3,0,65,30,33,1,0,0
3164,Aiden Markram,South Africa,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,ODI,38.9,87.1,right,4,0,72,15,14,1,0,0
3165,Joe Root,England,Bangladesh,"Lord's, London",pace,T20,51.2,87.5,right,4,1,65,24,41,2,0,0
3166,Azmatullah Omarzai,Afghanistan,West Indies,"R. Premadasa Stadium, Colombo",spin,T20,32.4,96.8,right,6,0,68,2,1,0,0,0
3167,Heinrich Klaasen,South Africa,Afghanistan,"Wankhede Stadium, Mumbai",batting,T20,41.5,112.7,right,5,0,70,16,15,1,0,0
3168,Fakhar Zaman,Pakistan,India,"MA Chidambaram Stadium, Chennai",spin,ODI,42.1,94.3,left,2,0,92,0,1,0,0,0
3169,Mushfiqur Rahim,Bangladesh,South Africa,Dubai International Stadium,spin,T20,36.5,78.9,right,5,0,84,8,10,0,0,0
3170,Brandon King,West Indies,New Zealand,"MA Chidambaram Stadium, Chennai",spin,T20,35.8,91.2,right,1,0,83,27,30,2,0,0
3171,Saud Shakeel,Pakistan,Australia,Sydney Cricket Ground,balanced,T20,46.3,82.4,left,5,0,90,29,54,2,0,0
