innings_id,bowler,team,opponent,venue,pitch_type,match_format,bowling_avg,bowling_sr,bowling_econ,bowling_type,is_home,opponent_strength,overs_bowled,runs_conceded,wickets_taken,maidens,dot_balls
2937,Rashid Khan,Afghanistan,Australia,"Wankhede Stadium, Mumbai",batting,ODI,18.5,22.3,4.1,spin,0,90,9,55,5,0,19
2938,Chris Woakes,England,Sri Lanka,Sydney Cricket Ground,balanced,ODI,30.2,35.1,5.1,fast,0,72,10,53,4,0,26
2939,Mark Wood,England,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,28.9,31.2,5.6,fast,0,70,8,44,2,0,20
2940,Shaheen Afridi,Pakistan,India,"Shere Bangla Stadium, Dhaka",spin,ODI,24.1,27.5,5.1,fast,0,92,7,35,4,1,21
2941,Anrich Nortje,South Africa,Australia,"Eden Gardens, Kolkata",balanced,T20,24.8,26.9,5.5,fast,0,90,3,30,1,0,6
2942,Mohammed Shami,India,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,26.1,28.7,5.2,fast,1,83,2,10,1,0,2
2943,Trent Boult,New Zealand,India,"Shere Bangla Stadium, Dhaka",spin,ODI,25.6,29.1,5.1,fast,0,92,10,53,5,1,22
2944,Kagiso Rabada,South Africa,New Zealand,"Lord's, London",pace,ODI,25.4,28.6,5.2,fast,0,83,10,55,6,0,25
2945,Rashid Khan,Afghanistan,Sri Lanka,"The Oval, London",balanced,T20,18.5,22.3,4.1,spin,0,72,4,18,3,0,8
2946,Kuldeep Yadav,India,West Indies,Melbourne Cricket Ground,pace,ODI,27.8,33.5,5.1,spin,0,68,10,34,4,0,30
2947,Glenn Maxwell,Australia,Sri Lanka,Dubai International Stadium,spin,ODI,42.1,52.3,5.5,spin,0,72,9,24,4,1,31
2948,Rashid Khan,Afghanistan,West Indies,"Hagley Oval, Christchurch",pace,ODI,18.5,22.3,4.1,spin,0,68,8,23,6,0,24
2949,Fazalhaq Farooqi,Afghanistan,South Africa,"The Oval, London",balanced,T20,24.2,26.8,5.1,fast,0,84,4,31,1,0,7
2950,Alzarri Joseph,West Indies,New Zealand,Sydney Cricket Ground,balanced,T20,27.5,30.8,5.3,fast,0,83,3,23,2,0,4
2951,Tim Southee,New Zealand,India,"Lord's, London",pace,T20,29.8,33.5,5.4,fast,0,92,4,26,3,0,10
2952,Shaheen Afridi,Pakistan,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,24.1,27.5,5.1,fast,0,65,7,34,6,1,22
2953,Naseem Shah,Pakistan,West Indies,Dubai International Stadium,spin,ODI,28.5,32.1,5.3,fast,0,68,6,16,3,0,19
2954,Shakib Al Hasan,Bangladesh,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,33.8,40.2,4.6,spin,0,90,6,28,2,2,15
2955,Pat Cummins,Australia,Afghanistan,"Newlands, Cape Town",pace,T20,25.7,29.8,5.0,fast,0,70,4,30,3,0,9
2956,Trent Boult,New Zealand,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,25.6,29.1,5.1,fast,1,72,4,18,3,0,10
2957,Mujeeb Ur Rahman,Afghanistan,West Indies,"R. Premadasa Stadium, Colombo",spin,T20,25.1,29.5,4.5,spin,0,68,3,15,3,0,9
2958,Kagiso Rabada,South Africa,Australia,"Kensington Oval, Barbados",batting,T20,25.4,28.6,5.2,fast,0,90,4,36,2,0,6
2959,Pat Cummins,Australia,Sri Lanka,"Eden Gardens, Kolkata",balanced,ODI,25.7,29.8,5.0,fast,0,72,9,28,6,1,30
2960,Wanindu Hasaranga,Sri Lanka,New Zealand,"MA Chidambaram Stadium, Chennai",spin,T20,24.8,28.2,5.0,spin,0,83,3,18,1,0,5
2961,Dunith Wellalage,Sri Lanka,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,30.2,35.4,4.9,spin,0,90,9,55,4,1,24
2962,Shoriful Islam,Bangladesh,India,"Gaddafi Stadium, Lahore",spin,ODI,31.4,36.2,5.5,fast,0,92,7,45,1,0,15
2963,Mohammed Shami,India,Sri Lanka,Sydney Cricket Ground,balanced,ODI,26.1,28.7,5.2,fast,0,72,5,26,1,0,10
2964,Matt Henry,New Zealand,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,26.2,28.8,5.0,fast,0,85,4,27,2,0,9
2965,Ravindra Jadeja,India,West Indies,"Eden Gardens, Kolkata",balanced,ODI,32.5,42.1,4.8,spin,1,68,7,28,5,1,20
2966,Shaheen Afridi,Pakistan,Afghanistan,"Gaddafi Stadium, Lahore",spin,ODI,24.1,27.5,5.1,fast,1,70,10,37,5,2,31
2967,Mark Wood,England,India,"Shere Bangla Stadium, Dhaka",spin,ODI,28.9,31.2,5.6,fast,0,92,7,32,3,0,15
2968,Shadab Khan,Pakistan,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,30.8,36.4,5.2,spin,1,70,3,24,2,0,6
2969,Shoriful Islam,Bangladesh,Australia,Melbourne Cricket Ground,pace,ODI,31.4,36.2,5.5,fast,0,90,6,52,3,0,10
2970,Shaheen Afridi,Pakistan,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,24.1,27.5,5.1,fast,0,65,9,38,4,2,24
2971,Taskin Ahmed,Bangladesh,England,"MA Chidambaram Stadium, Chennai",spin,T20,30.5,35.8,5.4,fast,0,85,3,18,3,0,7
2972,Shoriful Islam,Bangladesh,West Indies,Melbourne Cricket Ground,pace,ODI,31.4,36.2,5.5,fast,0,68,10,41,6,0,26
2973,Haris Rauf,Pakistan,England,"Shere Bangla Stadium, Dhaka",spin,ODI,27.3,30.1,5.6,fast,0,85,6,47,3,2,10
2974,Matt Henry,New Zealand,West Indies,"Shere Bangla Stadium, Dhaka",spin,ODI,26.2,28.8,5.0,fast,0,68,9,26,6,1,23
2975,Fazalhaq Farooqi,Afghanistan,England,"Shere Bangla Stadium, Dhaka",spin,T20,24.2,26.8,5.1,fast,0,85,4,32,3,0,6
2976,Akeal Hosein,West Indies,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,29.8,34.1,4.8,spin,0,65,4,38,2,0,4
2977,Reece Topley,England,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,26.7,29.8,5.2,fast,0,84,5,10,3,2,12
2978,Adam Zampa,Australia,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,29.3,35.2,5.1,spin,0,84,9,41,6,0,29
2979,Matt Henry,New Zealand,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,26.2,28.8,5.0,fast,0,72,10,97,5,2,13
2980,Jason Holder,West Indies,England,"Newlands, Cape Town",pace,ODI,31.2,37.5,5.0,fast,0,85,7,23,3,0,21
2981,Kuldeep Yadav,India,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,27.8,33.5,5.1,spin,0,72,2,9,1,0,5
2982,Naveen-ul-Haq,Afghanistan,West Indies,"Gaddafi Stadium, Lahore",spin,ODI,26.8,30.2,5.3,fast,0,68,10,69,4,0,19
2983,Naveen-ul-Haq,Afghanistan,South Africa,"Kensington Oval, Barbados",batting,T20,26.8,30.2,5.3,fast,0,84,2,10,0,0,2
2984,Kuldeep Yadav,India,England,"Wankhede Stadium, Mumbai",batting,T20,27.8,33.5,5.1,spin,1,85,2,19,1,0,2
2985,Akeal Hosein,West Indies,Pakistan,"Newlands, Cape Town",pace,ODI,29.8,34.1,4.8,spin,0,80,6,38,5,3,12
2986,Moeen Ali,England,Afghanistan,"Kensington Oval, Barbados",batting,ODI,36.8,43.2,5.3,spin,0,70,7,38,2,0,14
2987,Dilshan Madushanka,Sri Lanka,West Indies,"Kensington Oval, Barbados",batting,ODI,28.3,32.5,5.3,fast,0,68,9,46,4,0,24
2988,Gudakesh Motie,West Indies,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,28.5,32.6,4.5,spin,0,83,4,37,2,0,9
2989,Mohammed Shami,India,Afghanistan,Sydney Cricket Ground,balanced,ODI,26.1,28.7,5.2,fast,0,70,8,60,2,0,17
2990,Maheesh Theekshana,Sri Lanka,Pakistan,"Hagley Oval, Christchurch",pace,ODI,26.5,30.1,4.8,spin,0,80,8,46,3,0,18
2991,Trent Boult,New Zealand,Sri Lanka,"Lord's, London",pace,ODI,25.6,29.1,5.1,fast,0,72,10,31,7,1,34
2992,Shakib Al Hasan,Bangladesh,Pakistan,Melbourne Cricket Ground,pace,T20,33.8,40.2,4.6,spin,0,80,4,20,2,0,12
2993,Pat Cummins,Australia,Bangladesh,"Kensington Oval, Barbados",batting,ODI,25.7,29.8,5.0,fast,0,65,10,42,5,0,29
2994,Jason Holder,West Indies,India,"Hagley Oval, Christchurch",pace,T20,31.2,37.5,5.0,fast,0,92,4,14,2,0,7
2995,Mohammed Siraj,India,West Indies,"Hagley Oval, Christchurch",pace,ODI,28.4,31.9,5.4,fast,0,68,9,53,5,0,11
2996,Dunith Wellalage,Sri Lanka,England,"Gaddafi Stadium, Lahore",spin,T20,30.2,35.4,4.9,spin,0,85,4,20,3,0,10
2997,Marco Jansen,South Africa,Bangladesh,"Hagley Oval, Christchurch",pace,ODI,27.1,31.4,5.0,fast,0,65,7,30,5,0,18
2998,Trent Boult,New Zealand,England,"Eden Gardens, Kolkata",balanced,ODI,25.6,29.1,5.1,fast,0,85,8,59,3,0,19
2999,Akeal Hosein,West Indies,Pakistan,"Eden Gardens, Kolkata",balanced,T20,29.8,34.1,4.8,spin,0,80,3,26,2,0,6
3000,Dushmantha Chameera,Sri Lanka,India,Sydney Cricket Ground,balanced,T20,29.1,33.8,5.5,fast,0,92,4,19,1,0,9
3001,Anrich Nortje,South Africa,Pakistan,"R. Premadasa Stadium, Colombo",spin,ODI,24.8,26.9,5.5,fast,0,80,5,29,1,0,13
3002,Ravindra Jadeja,India,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,32.5,42.1,4.8,spin,0,70,3,16,2,0,7
3003,Ravindra Jadeja,India,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,ODI,32.5,42.1,4.8,spin,0,72,8,24,4,1,26
3004,Mohammad Nawaz,Pakistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,T20,35.2,41.5,5.0,spin,0,84,3,23,0,0,7
3005,Mark Wood,England,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,28.9,31.2,5.6,fast,0,84,4,30,1,0,6
3006,Ravindra Jadeja,India,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,32.5,42.1,4.8,spin,0,65,4,20,4,0,11
3007,Keshav Maharaj,South Africa,Australia,"Shere Bangla Stadium, Dhaka",spin,ODI,31.5,38.2,4.8,spin,0,90,6,30,2,0,15
3008,Rashid Khan,Afghanistan,South Africa,"Gaddafi Stadium, Lahore",spin,T20,18.5,22.3,4.1,spin,0,84,4,23,4,0,8
3009,Mustafizur Rahman,Bangladesh,West Indies,"Shere Bangla Stadium, Dhaka",spin,ODI,28.7,33.1,5.0,fast,1,68,5,32,4,0,9
3010,Noor Ahmad,Afghanistan,India,"R. Premadasa Stadium, Colombo",spin,T20,27.5,31.8,4.7,spin,0,92,4,26,4,0,9
3011,Akeal Hosein,West Indies,Australia,"The Oval, London",balanced,ODI,29.8,34.1,4.8,spin,0,90,7,29,4,0,24
3012,Trent Boult,New Zealand,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,25.6,29.1,5.1,fast,0,65,3,27,2,0,5
3013,Mark Wood,England,West Indies,"Eden Gardens, Kolkata",balanced,ODI,28.9,31.2,5.6,fast,0,68,6,32,6,1,13
3014,Dunith Wellalage,Sri Lanka,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,30.2,35.4,4.9,spin,0,83,6,18,4,1,20
3015,Dilshan Madushanka,Sri Lanka,Australia,Dubai International Stadium,spin,T20,28.3,32.5,5.3,fast,0,90,2,15,0,0,4
3016,Mitchell Santner,New Zealand,Australia,"Wankhede Stadium, Mumbai",batting,ODI,35.1,42.3,4.7,spin,0,90,9,70,1,1,21
3017,Jasprit Bumrah,India,Sri Lanka,"Gaddafi Stadium, Lahore",spin,ODI,24.3,30.2,4.5,fast,0,72,8,53,6,2,19
3018,Wanindu Hasaranga,Sri Lanka,South Africa,"Lord's, London",pace,T20,24.8,28.2,5.0,spin,0,84,4,23,2,0,9
3019,Ravindra Jadeja,India,New Zealand,Dubai International Stadium,spin,T20,32.5,42.1,4.8,spin,0,83,4,26,2,0,8
3020,Mohammed Siraj,India,New Zealand,"Newlands, Cape Town",pace,ODI,28.4,31.9,5.4,fast,0,83,10,63,7,1,15
3021,Dushmantha Chameera,Sri Lanka,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,29.1,33.8,5.5,fast,0,65,4,28,2,0,9
3022,Anrich Nortje,South Africa,India,"Wankhede Stadium, Mumbai",batting,ODI,24.8,26.9,5.5,fast,0,92,8,50,3,1,18
3023,Josh Hazlewood,Australia,Pakistan,"Gaddafi Stadium, Lahore",spin,ODI,25.1,30.5,4.7,fast,0,80,8,42,4,1,19
3024,Adil Rashid,England,New Zealand,"Lord's, London",pace,ODI,33.5,38.7,5.4,spin,1,83,6,34,2,0,9
3025,Gudakesh Motie,West Indies,Bangladesh,"Newlands, Cape Town",pace,ODI,28.5,32.6,4.5,spin,0,65,9,69,4,1,16
3026,Kagiso Rabada,South Africa,India,"Wankhede Stadium, Mumbai",batting,ODI,25.4,28.6,5.2,fast,0,92,9,80,0,1,20
3027,Mitchell Starc,Australia,England,"R. Premadasa Stadium, Colombo",spin,T20,24.8,27.3,5.3,fast,0,85,4,23,3,0,9
3028,Fazalhaq Farooqi,Afghanistan,South Africa,"Newlands, Cape Town",pace,T20,24.2,26.8,5.1,fast,0,84,3,9,3,0,7
3029,Mitchell Santner,New Zealand,Pakistan,"Newlands, Cape Town",pace,ODI,35.1,42.3,4.7,spin,0,80,9,29,3,1,26
3030,Mitchell Starc,Australia,West Indies,"Newlands, Cape Town",pace,ODI,24.8,27.3,5.3,fast,0,68,5,9,5,0,15
3031,Wanindu Hasaranga,Sri Lanka,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,24.8,28.2,5.0,spin,0,70,9,72,2,1,14
3032,Haris Rauf,Pakistan,New Zealand,"Wankhede Stadium, Mumbai",batting,ODI,27.3,30.1,5.6,fast,0,83,9,49,1,1,25
3033,Chris Woakes,England,Australia,"Gaddafi Stadium, Lahore",spin,T20,30.2,35.1,5.1,fast,0,90,2,17,1,0,3
3034,Josh Hazlewood,Australia,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,25.1,30.5,4.7,fast,0,68,10,54,4,0,25
3035,Mitchell Starc,Australia,Bangladesh,"R. Premadasa Stadium, Colombo",spin,T20,24.8,27.3,5.3,fast,0,65,3,16,3,0,7
3036,Moeen Ali,England,Bangladesh,Melbourne Cricket Ground,pace,T20,36.8,43.2,5.3,spin,0,65,4,31,2,0,8
3037,Dushmantha Chameera,Sri Lanka,England,"Shere Bangla Stadium, Dhaka",spin,T20,29.1,33.8,5.5,fast,0,85,2,9,0,0,4
3038,Anrich Nortje,South Africa,England,"Kensington Oval, Barbados",batting,ODI,24.8,26.9,5.5,fast,0,85,7,40,3,0,21
3039,Naseem Shah,Pakistan,West Indies,"Lord's, London",pace,ODI,28.5,32.1,5.3,fast,0,68,10,50,7,1,30
3040,Jason Holder,West Indies,Pakistan,"Kensington Oval, Barbados",batting,ODI,31.2,37.5,5.0,fast,1,80,9,57,5,0,17
3041,Reece Topley,England,India,Sydney Cricket Ground,balanced,T20,26.7,29.8,5.2,fast,0,92,4,21,2,0,10
3042,Lungi Ngidi,South Africa,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,26.3,29.7,5.4,fast,0,70,10,72,5,3,17
3043,Marco Jansen,South Africa,Australia,"Hagley Oval, Christchurch",pace,ODI,27.1,31.4,5.0,fast,0,90,5,17,3,0,14
3044,Chris Woakes,England,South Africa,"Eden Gardens, Kolkata",balanced,ODI,30.2,35.1,5.1,fast,0,84,9,44,3,1,23
3045,Naseem Shah,Pakistan,New Zealand,Sydney Cricket Ground,balanced,T20,28.5,32.1,5.3,fast,0,83,4,18,1,0,9
3046,Maheesh Theekshana,Sri Lanka,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,T20,26.5,30.1,4.8,spin,0,70,3,14,1,0,7
3047,Lungi Ngidi,South Africa,Pakistan,Sydney Cricket Ground,balanced,ODI,26.3,29.7,5.4,fast,0,80,7,43,3,0,18
3048,Glenn Maxwell,Australia,India,"Gaddafi Stadium, Lahore",spin,ODI,42.1,52.3,5.5,spin,0,92,7,18,1,1,22
3049,Taskin Ahmed,Bangladesh,West Indies,"Eden Gardens, Kolkata",balanced,ODI,30.5,35.8,5.4,fast,0,68,10,53,6,0,22
3050,Haris Rauf,Pakistan,West Indies,"The Oval, London",balanced,T20,27.3,30.1,5.6,fast,0,68,4,24,2,0,7
3051,Pat Cummins,Australia,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,T20,25.7,29.8,5.0,fast,0,72,3,18,3,0,7
3052,Mustafizur Rahman,Bangladesh,Australia,Dubai International Stadium,spin,T20,28.7,33.1,5.0,fast,0,90,4,17,0,0,9
3053,Glenn Maxwell,Australia,Pakistan,"Lord's, London",pace,T20,42.1,52.3,5.5,spin,0,80,4,30,1,0,7
3054,Noor Ahmad,Afghanistan,West Indies,"Kensington Oval, Barbados",batting,T20,27.5,31.8,4.7,spin,0,68,4,24,3,0,12
3055,Mitchell Starc,Australia,South Africa,Sydney Cricket Ground,balanced,T20,24.8,27.3,5.3,fast,1,84,3,26,2,0,4
3056,Noor Ahmad,Afghanistan,England,"The Oval, London",balanced,ODI,27.5,31.8,4.7,spin,0,85,10,41,6,2,35
3057,Keshav Maharaj,South Africa,Bangladesh,"Newlands, Cape Town",pace,T20,31.5,38.2,4.8,spin,1,65,4,17,3,0,10
3058,Adil Rashid,England,Australia,"Eden Gardens, Kolkata",balanced,ODI,33.5,38.7,5.4,spin,0,90,7,63,3,0,10
3059,Alzarri Joseph,West Indies,Australia,"The Oval, London",balanced,ODI,27.5,30.8,5.3,fast,0,90,10,42,3,1,26
3060,Adam Zampa,Australia,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,ODI,29.3,35.2,5.1,spin,0,72,10,51,7,1,25
3061,Jayden Seales,West Indies,India,"Newlands, Cape Town",pace,T20,30.1,35.2,5.4,fast,0,92,4,23,2,0,9
3062,Shaheen Afridi,Pakistan,New Zealand,"Newlands, Cape Town",pace,ODI,24.1,27.5,5.1,fast,0,83,8,32,7,1,23
3063,Shoriful Islam,Bangladesh,India,Melbourne Cricket Ground,pace,T20,31.4,36.2,5.5,fast,0,92,4,25,1,0,8
3064,Wanindu Hasaranga,Sri Lanka,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,24.8,28.2,5.0,spin,0,83,8,21,5,1,26
3065,Keshav Maharaj,South Africa,Sri Lanka,Dubai International Stadium,spin,ODI,31.5,38.2,4.8,spin,0,72,9,34,3,1,28
3066,Jayden Seales,West Indies,Pakistan,"Gaddafi Stadium, Lahore",spin,ODI,30.1,35.2,5.4,fast,0,80,9,45,5,0,21
3067,Tim Southee,New Zealand,Australia,"Kensington Oval, Barbados",batting,T20,29.8,33.5,5.4,fast,0,90,4,24,0,0,7
3068,Jasprit Bumrah,India,Afghanistan,"Wankhede Stadium, Mumbai",batting,T20,24.3,30.2,4.5,fast,1,70,2,21,0,0,3
3069,Josh Hazlewood,Australia,West Indies,"Eden Gardens, Kolkata",balanced,T20,25.1,30.5,4.7,fast,0,68,4,21,3,0,9
3070,Rashid Khan,Afghanistan,Bangladesh,"Eden Gardens, Kolkata",balanced,ODI,18.5,22.3,4.1,spin,0,65,7,39,4,0,16
3071,Josh Hazlewood,Australia,Afghanistan,"The Oval, London",balanced,ODI,25.1,30.5,4.7,fast,0,70,10,34,4,2,29
3072,Shoriful Islam,Bangladesh,India,"Kensington Oval, Barbados",batting,T20,31.4,36.2,5.5,fast,0,92,4,40,0,0,7
3073,Moeen Ali,England,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,36.8,43.2,5.3,spin,0,83,7,40,2,0,17
3074,Marco Jansen,South Africa,Afghanistan,Melbourne Cricket Ground,pace,ODI,27.1,31.4,5.0,fast,0,70,9,39,4,2,25
3075,Noor Ahmad,Afghanistan,New Zealand,"Kensington Oval, Barbados",batting,T20,27.5,31.8,4.7,spin,0,83,4,34,1,0,7
3076,Mohammed Siraj,India,England,"Newlands, Cape Town",pace,ODI,28.4,31.9,5.4,fast,0,85,8,43,4,0,19
3077,Jasprit Bumrah,India,Bangladesh,"Lord's, London",pace,T20,24.3,30.2,4.5,fast,0,65,4,27,4,0,10
3078,Naveen-ul-Haq,Afghanistan,Australia,"R. Premadasa Stadium, Colombo",spin,ODI,26.8,30.2,5.3,fast,0,90,10,38,6,1,24
3079,Noor Ahmad,Afghanistan,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,27.5,31.8,4.7,spin,0,85,2,12,0,0,5
3080,Shaheen Afridi,Pakistan,West Indies,"Hagley Oval, Christchurch",pace,T20,24.1,27.5,5.1,fast,0,68,3,8,1,0,8
3081,Noor Ahmad,Afghanistan,England,Dubai International Stadium,spin,ODI,27.5,31.8,4.7,spin,0,85,6,31,4,1,16
3082,Lungi Ngidi,South Africa,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,26.3,29.7,5.4,fast,0,70,9,41,6,0,19
3083,Pat Cummins,Australia,India,"Gaddafi Stadium, Lahore",spin,T20,25.7,29.8,5.0,fast,0,92,3,23,0,0,5
3084,Wanindu Hasaranga,Sri Lanka,Afghanistan,"Newlands, Cape Town",pace,ODI,24.8,28.2,5.0,spin,0,70,8,40,5,1,20
3085,Trent Boult,New Zealand,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,T20,25.6,29.1,5.1,fast,0,72,2,20,1,0,4
3086,Adil Rashid,England,South Africa,Melbourne Cricket Ground,pace,T20,33.5,38.7,5.4,spin,0,84,4,40,0,0,4
3087,Josh Hazlewood,Australia,South Africa,"Wankhede Stadium, Mumbai",batting,T20,25.1,30.5,4.7,fast,0,84,4,33,2,0,4
3088,Dilshan Madushanka,Sri Lanka,West Indies,"Newlands, Cape Town",pace,T20,28.3,32.5,5.3,fast,0,68,4,21,2,0,10
3089,Rashid Khan,Afghanistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,18.5,22.3,4.1,spin,0,84,8,25,6,2,23
3090,Mohammad Nawaz,Pakistan,South Africa,"Wankhede Stadium, Mumbai",batting,ODI,35.2,41.5,5.0,spin,0,84,10,56,1,3,24
3091,Dilshan Madushanka,Sri Lanka,Afghanistan,"Lord's, London",pace,T20,28.3,32.5,5.3,fast,0,70,4,20,4,0,7
3092,Shakib Al Hasan,Bangladesh,Australia,"The Oval, London",balanced,T20,33.8,40.2,4.6,spin,0,90,4,10,1,0,9
3093,Rashid Khan,Afghanistan,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,18.5,22.3,4.1,spin,0,72,9,43,6,0,20
3094,Anrich Nortje,South Africa,India,Melbourne Cricket Ground,pace,T20,24.8,26.9,5.5,fast,0,92,3,22,2,0,8
3095,Fazalhaq Farooqi,Afghanistan,Australia,"Kensington Oval, Barbados",batting,T20,24.2,26.8,5.1,fast,0,90,2,22,2,0,2
3096,Shoriful Islam,Bangladesh,New Zealand,"R. Premadasa Stadium, Colombo",spin,ODI,31.4,36.2,5.5,fast,0,83,5,22,2,0,12
3097,Chris Woakes,England,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,T20,30.2,35.1,5.1,fast,0,72,2,22,0,0,3
3098,Mujeeb Ur Rahman,Afghanistan,West Indies,"Kensington Oval, Barbados",batting,T20,25.1,29.5,4.5,spin,0,68,4,24,2,0,9
3099,Mitchell Starc,Australia,England,"Eden Gardens, Kolkata",balanced,ODI,24.8,27.3,5.3,fast,0,85,8,50,2,1,16
3100,Lungi Ngidi,South Africa,New Zealand,"Kensington Oval, Barbados",batting,ODI,26.3,29.7,5.4,fast,0,83,8,57,4,0,19
3101,Glenn Maxwell,Australia,Afghanistan,"Kensington Oval, Barbados",batting,T20,42.1,52.3,5.5,spin,0,70,4,29,0,0,5
3102,Mujeeb Ur Rahman,Afghanistan,West Indies,"Gaddafi Stadium, Lahore",spin,T20,25.1,29.5,4.5,spin,0,68,4,12,3,0,10
3103,Chris Woakes,England,Bangladesh,"Newlands, Cape Town",pace,T20,30.2,35.1,5.1,fast,0,65,4,22,4,0,10
3104,Naseem Shah,Pakistan,West Indies,"R. Premadasa Stadium, Colombo",spin,T20,28.5,32.1,5.3,fast,0,68,4,12,1,0,10
3105,Pat Cummins,Australia,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,25.7,29.8,5.0,fast,0,68,10,54,6,1,21
3106,Glenn Maxwell,Australia,Bangladesh,"R. Premadasa Stadium, Colombo",spin,ODI,42.1,52.3,5.5,spin,0,65,5,14,4,0,17
3107,Jasprit Bumrah,India,Australia,Sydney Cricket Ground,balanced,T20,24.3,30.2,4.5,fast,0,90,3,18,2,0,6
3108,Shoriful Islam,Bangladesh,India,Sydney Cricket Ground,balanced,ODI,31.4,36.2,5.5,fast,0,92,10,56,4,1,22
3109,Noor Ahmad,Afghanistan,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,27.5,31.8,4.7,spin,0,83,4,29,1,0,6
3110,Mohammad Nawaz,Pakistan,South Africa,"Hagley Oval, Christchurch",pace,T20,35.2,41.5,5.0,spin,0,84,2,27,0,0,4
3111,Shadab Khan,Pakistan,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,30.8,36.4,5.2,spin,0,68,9,45,3,1,16
3112,Gudakesh Motie,West Indies,Australia,"Shere Bangla Stadium, Dhaka",spin,T20,28.5,32.6,4.5,spin,0,90,4,20,2,0,8
3113,Taskin Ahmed,Bangladesh,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,30.5,35.8,5.4,fast,1,83,5,22,2,1,13
3114,Reece Topley,England,Australia,"Shere Bangla Stadium, Dhaka",spin,T20,26.7,29.8,5.2,fast,0,90,3,17,0,0,7
3115,Noor Ahmad,Afghanistan,West Indies,"Lord's, London",pace,ODI,27.5,31.8,4.7,spin,0,68,9,47,7,2,23
3116,Mark Wood,England,South Africa,Sydney Cricket Ground,balanced,ODI,28.9,31.2,5.6,fast,0,84,9,69,2,0,23
3117,Moeen Ali,England,New Zealand,"The Oval, London",balanced,ODI,36.8,43.2,5.3,spin,1,83,10,48,7,0,29
3118,Shakib Al Hasan,Bangladesh,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,ODI,33.8,40.2,4.6,spin,1,70,8,29,7,2,29
3119,Anrich Nortje,South Africa,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,24.8,26.9,5.5,fast,0,65,3,15,1,0,8
3120,Dilshan Madushanka,Sri Lanka,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,28.3,32.5,5.3,fast,0,83,10,46,3,2,25
3121,Lockie Ferguson,New Zealand,Afghanistan,Melbourne Cricket Ground,pace,T20,24.5,26.4,5.3,fast,0,70,4,24,4,0,10
3122,Glenn Maxwell,Australia,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,42.1,52.3,5.5,spin,0,70,8,55,5,1,16
3123,Josh Hazlewood,Australia,Pakistan,Sydney Cricket Ground,balanced,T20,25.1,30.5,4.7,fast,1,80,3,10,1,0,9
3124,Maheesh Theekshana,Sri Lanka,New Zealand,Sydney Cricket Ground,balanced,ODI,26.5,30.1,4.8,spin,0,83,10,41,6,2,24
